word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
JPM,12,0.0003,755,0.0,8.81,105.72
BTCM,12,0.0003,97,0.0,68.59,823.08
FIRST,12,0.0003,10304,0.0004,0.65,7.8000000000000007
NDA,12,0.0003,4241,0.0002,1.57,18.84
SNT,12,0.0003,148,0.0,44.96,539.52
THEIR,12,0.0003,10224,0.0004,0.65,7.8000000000000007
ACTUA,12,0.0003,12334,0.0005,0.54,6.48
PIN,12,0.0003,3420,0.0001,1.95,23.4
IOTA-,12,0.0003,92,0.0,72.32,867.83999999999992
OTN,12,0.0003,144,0.0,46.21,554.52
POV,12,0.0003,10845,0.0004,0.61,7.32
TRIG,12,0.0003,45,0.0,147.86,1774.3200000000002
NVIDI,12,0.0003,5123,0.0002,1.3,15.600000000000001
OKE,12,0.0003,147,0.0,45.26,543.12
IPFS,12,0.0003,403,0.0,16.51,198.12
BTX,12,0.0003,266,0.0,25.01,300.12
YOLO,12,0.0003,1983,0.0001,3.36,40.32
HOLY,12,0.0003,13441,0.0005,0.5,6.0
CET,12,0.0003,2596,0.0001,2.56,30.72
BTCC,12,0.0003,280,0.0,23.76,285.12
USED,12,0.0003,2749,0.0001,2.42,29.04
NYT,12,0.0003,10117,0.0004,0.66,7.92
WRONG,12,0.0003,8426,0.0003,0.79,9.48
TOS,12,0.0003,9489,0.0004,0.7,8.3999999999999986
LLC,11,0.0002,5855,0.0002,1.04,11.440000000000001
ENTIR,11,0.0002,39502,0.0016,0.15,1.65
VIDEO,11,0.0002,7936,0.0003,0.77,8.47
XXX,11,0.0002,4287,0.0002,1.42,15.62
DIP,11,0.0002,634,0.0,9.62,105.82
READM,11,0.0002,4764,0.0002,1.28,14.08
MONA,11,0.0002,107,0.0,57.0,627.0
PIV,11,0.0002,2608,0.0001,2.34,25.74
HITBT,11,0.0002,64,0.0,95.3,1048.3
BCT,11,0.0002,603,0.0,10.11,111.21
KCS,11,0.0002,220,0.0,27.72,304.91999999999996
VIBE,11,0.0002,76,0.0,80.25,882.75
HODL',11,0.0002,160,0.0,38.12,419.32
WHO,11,0.0002,16399,0.0007,0.37,4.07
YEARS,11,0.0002,8669,0.0004,0.7,7.6999999999999993
CLI,11,0.0002,1791,0.0001,3.41,37.510000000000005
BTD,11,0.0002,390,0.0,15.64,172.04000000000002
UNDER,11,0.0002,5991,0.0002,1.02,11.22
READ,11,0.0002,43644,0.0018,0.14,1.54
INTER,11,0.0002,7049,0.0003,0.87,9.57
WTC',11,0.0002,57,0.0,107.0,1177.0
SCADA,11,0.0002,105,0.0,58.09,638.99
DUMP,11,0.0002,468,0.0,13.03,143.32999999999998
EDO,11,0.0002,94,0.0,64.89,713.79
DCORP,11,0.0002,29,0.0,210.32,2313.52
TWO,11,0.0002,12683,0.0005,0.48,5.2799999999999994
DGD,11,0.0002,420,0.0,14.52,159.72
BHC,11,0.0002,186,0.0,32.79,360.69
NASA,11,0.0002,13845,0.0006,0.44,4.84
MILLI,11,0.0002,3111,0.0001,1.96,21.56
EVEN,11,0.0002,12191,0.0005,0.5,5.5
BECAU,11,0.0002,14113,0.0006,0.43,4.7299999999999995
IPV,11,0.0002,489,0.0,12.47,137.17000000000002
-SNAR,11,0.0002,52,0.0,117.29,1290.19
ISP',11,0.0002,11670,0.0005,0.52,5.7200000000000006
SNC,11,0.0002,220,0.0,27.72,304.91999999999996
