word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
MIOTA,68,0.0015,537,0.0,70.21,4774.28
STRAT,67,0.0015,777,0.0,47.81,3203.27
IMHO,66,0.0015,16096,0.0007,2.27,149.82
VERY,66,0.0015,34782,0.0014,1.05,69.3
LMC,66,0.0015,241,0.0,151.85,10022.1
TLDR,66,0.0015,20348,0.0008,1.8,118.8
CAD,65,0.0015,13456,0.0005,2.68,174.20000000000002
IPO,65,0.0015,2252,0.0001,16.0,1040.0
DEX,65,0.0015,3208,0.0001,11.23,729.95
FOR,64,0.0014,65457,0.0026,0.54,34.56
ONE,63,0.0014,46863,0.0019,0.75,47.25
RIP,63,0.0014,49467,0.002,0.71,44.73
WAY,63,0.0014,26835,0.0011,1.3,81.9
ARDR,62,0.0014,234,0.0,146.91,9108.42
THAT,61,0.0014,92607,0.0037,0.37,22.57
DPOS,61,0.0014,226,0.0,149.66,9129.26
DCR,60,0.0013,674,0.0,49.36,2961.6
ING,60,0.0013,1315,0.0001,25.3,1518.0
EDA,60,0.0013,2754,0.0001,12.08,724.8
BOINC,60,0.0013,235,0.0,141.57,8494.1999999999989
IOT,59,0.0013,755,0.0,43.33,2556.47
ELIX,58,0.0013,89,0.0,361.34,20957.719999999998
WILL,57,0.0013,35800,0.0014,0.88,50.160000000000004
USB,56,0.0013,56958,0.0023,0.55,30.800000000000004
GUI,55,0.0012,7525,0.0003,4.05,222.75
NEO',55,0.0012,227,0.0,134.34,7388.7
RCN,54,0.0012,560,0.0,53.47,2887.38
AUD,54,0.0012,3903,0.0002,7.67,414.18
WAVES,53,0.0012,298,0.0,98.61,5226.33
DAA,52,0.0012,2911,0.0001,9.9,514.80000000000007
MODUM,52,0.0012,105,0.0,274.6,14279.2
KMD,52,0.0012,208,0.0,138.62,7208.24
ASAP,52,0.0012,24580,0.001,1.17,60.839999999999996
RISE,51,0.0011,930,0.0,30.41,1550.91
SWIFT,51,0.0011,875,0.0,32.32,1648.32
ERC-,51,0.0011,511,0.0,55.34,2822.34
TPS,50,0.0011,2315,0.0001,11.98,599.0
FBI,50,0.0011,38166,0.0015,0.73,36.5
----,50,0.0011,57191,0.0023,0.48,24.0
PM',49,0.0011,31765,0.0013,0.86,42.14
FUN,49,0.0011,6467,0.0003,4.2,205.8
YES,48,0.0011,48514,0.002,0.55,26.400000000000002
COIN,48,0.0011,601,0.0,44.28,2125.44
SIA,48,0.0011,681,0.0,39.08,1875.84
ARE,47,0.0011,61223,0.0025,0.43,20.21
DGB,47,0.0011,373,0.0,69.87,3283.8900000000003
OP',47,0.0011,38133,0.0015,0.68,31.96
ZRX,47,0.0011,592,0.0,44.02,2068.94
CVC,46,0.001,674,0.0,37.84,1740.64
SEPA,46,0.001,1038,0.0,24.57,1130.22
RLC,45,0.001,4024,0.0002,6.2,279.0
TBH,45,0.001,21243,0.0009,1.17,52.65
YOUR,45,0.001,55629,0.0022,0.45,20.25
ICN,45,0.001,1138,0.0,21.93,986.85
SYS,45,0.001,309,0.0,80.75,3633.75
AMB,45,0.001,261,0.0,95.6,4302.0
ANS,44,0.001,415,0.0,58.79,2586.7599999999998
XBY,44,0.001,81,0.0,301.2,13252.8
FUCKI,43,0.001,58782,0.0024,0.41,17.63
IIRC,43,0.001,46135,0.0019,0.52,22.36
ETH',42,0.0009,412,0.0,56.52,2373.84
AFAIK,42,0.0009,15385,0.0006,1.51,63.42
BQX,41,0.0009,183,0.0,124.23,5093.43
MLM,41,0.0009,6861,0.0003,3.31,135.71
DRP,41,0.0009,177,0.0,128.44,5266.04
III,41,0.0009,23293,0.0009,0.98,40.18
GRC,41,0.0009,426,0.0,53.37,2188.17
BLOCK,41,0.0009,2591,0.0001,8.77,359.57
BLX,40,0.0009,346,0.0,64.1,2564.0
DNM,40,0.0009,2063,0.0001,10.75,430.0
PART,40,0.0009,5517,0.0002,4.02,160.79999999999998
ETN,39,0.0009,1241,0.0001,17.43,679.77
SMS,39,0.0009,13484,0.0005,1.6,62.400000000000006
XEM,39,0.0009,239,0.0,90.48,3528.7200000000003
CTO,39,0.0009,1124,0.0,19.24,750.3599999999999
BTC-,39,0.0009,440,0.0,49.15,1916.85
JUST,38,0.0009,38148,0.0015,0.55,20.900000000000002
GBP,38,0.0009,3075,0.0001,6.85,260.3
ASIC',38,0.0009,186,0.0,113.28,4304.64
FCC,37,0.0008,60973,0.0025,0.34,12.58
HAVE,37,0.0008,45962,0.0019,0.45,16.650000000000002
BFT,37,0.0008,374,0.0,54.85,2029.45
ASICS,37,0.0008,424,0.0,48.39,1790.43
BIG,37,0.0008,15452,0.0006,1.33,49.21
PND,36,0.0008,438,0.0,45.57,1640.52
WHAT,36,0.0008,47451,0.0019,0.42,15.12
BEEEE,36,0.0008,465,0.0,42.93,1545.48
XMY,36,0.0008,67,0.0,297.93,10725.48
WOW,36,0.0008,16178,0.0007,1.23,44.28
CAN,36,0.0008,33716,0.0014,0.59,21.24
NEX,36,0.0008,1125,0.0,17.74,638.64
ZEC,36,0.0008,428,0.0,46.64,1679.04
SHIT,35,0.0008,29348,0.0012,0.66,23.1
TOR,35,0.0008,3219,0.0001,6.03,211.05
WHY,35,0.0008,30965,0.0013,0.63,22.05
UCL,34,0.0008,2027,0.0001,9.3,316.20000000000005
BCD,34,0.0008,899,0.0,20.97,712.98
FST,34,0.0008,179,0.0,105.32,3580.8799999999997
MONEY,34,0.0008,6281,0.0003,3.0,102.0
EVER,34,0.0008,19164,0.0008,0.98,33.32
VRM,34,0.0008,2423,0.0001,7.78,264.52
THEKE,34,0.0008,203,0.0,92.87,3157.58
NYA,34,0.0008,1492,0.0001,12.64,429.76
DCA,34,0.0008,1458,0.0001,12.93,439.62
ACH,34,0.0008,1541,0.0001,12.23,415.82
ALTS,34,0.0008,215,0.0,87.68,2981.1200000000003
RIGHT,33,0.0007,19723,0.0008,0.93,30.69
HST,33,0.0007,1015,0.0,18.03,594.99
FDIC,32,0.0007,940,0.0,18.88,604.16
MIT,32,0.0007,5266,0.0002,3.37,107.84
GDP,32,0.0007,17911,0.0007,0.99,31.68
REAL,32,0.0007,16684,0.0007,1.06,33.92
STEEM,32,0.0007,128,0.0,138.62,4435.84
MTL,31,0.0007,2473,0.0001,6.95,215.45000000000002
MORE,31,0.0007,27229,0.0011,0.63,19.53
COO,31,0.0007,826,0.0,20.81,645.11
UFR,31,0.0007,164,0.0,104.81,3249.11
BFX,31,0.0007,717,0.0,23.97,743.06999999999994
FWIW,31,0.0007,11926,0.0005,1.44,44.64
RPX,31,0.0007,437,0.0,39.33,1219.23
SCAM,31,0.0007,1089,0.0,15.78,489.18
IOU,30,0.0007,1009,0.0,16.49,494.69999999999993
DON'T,30,0.0007,24032,0.001,0.69,20.7
DLT,30,0.0007,381,0.0,43.66,1309.8
BILLI,30,0.0007,2012,0.0001,8.27,248.1
BTH,29,0.0007,719,0.0,22.36,648.43999999999994
REALL,29,0.0007,40766,0.0016,0.39,11.31
ARN,29,0.0007,179,0.0,89.83,2605.07
EVM,29,0.0007,626,0.0,25.69,745.01
CEO',29,0.0007,1801,0.0001,8.93,258.96999999999997
AMEX,29,0.0007,1860,0.0001,8.65,250.85000000000002
BCH',29,0.0007,730,0.0,22.03,638.87
UTXO,28,0.0006,787,0.0,19.73,552.44
IRA,28,0.0006,14573,0.0006,1.07,29.96
ALWAY,28,0.0006,20923,0.0008,0.74,20.72
TIL,28,0.0006,48859,0.002,0.32,8.96
ZERO,28,0.0006,10182,0.0004,1.52,42.56
CRYPT,28,0.0006,322,0.0,48.22,1350.1599999999999
IOS,27,0.0006,4474,0.0002,3.35,90.45
EXACT,27,0.0006,14648,0.0006,1.02,27.54
ABC,27,0.0006,11207,0.0005,1.34,36.18
GPU',27,0.0006,1923,0.0001,7.79,210.33
SLR,27,0.0006,7142,0.0003,2.1,56.7
AOL,27,0.0006,2919,0.0001,5.13,138.51
NOTHI,26,0.0006,14323,0.0006,1.01,26.26
FREE,26,0.0006,14864,0.0006,0.97,25.22
ATL,26,0.0006,6485,0.0003,2.22,57.720000000000006
EMC,26,0.0006,1119,0.0,12.88,334.88
EEA,26,0.0006,1692,0.0001,8.52,221.51999999999998
RSI,26,0.0006,2479,0.0001,5.82,151.32
GET,26,0.0006,36900,0.0015,0.39,10.14
MUCH,25,0.0006,23112,0.0009,0.6,15.0
KRW,25,0.0006,451,0.0,30.74,768.5
HOLD,25,0.0006,2869,0.0001,4.83,120.75
MVP,25,0.0006,39013,0.0016,0.36,9.0
BCASH,25,0.0006,623,0.0,22.25,556.25
VTC',25,0.0006,75,0.0,184.83,4620.75
OTHER,25,0.0006,14497,0.0006,0.96,24.0
CNBC,25,0.0006,1600,0.0001,8.66,216.5
HAHAH,25,0.0006,16213,0.0007,0.85,21.25
LONG,24,0.0005,7952,0.0003,1.67,40.08
BIP,24,0.0005,1992,0.0001,6.68,160.32
STILL,24,0.0005,20337,0.0008,0.65,15.600000000000001
NFC,24,0.0005,10701,0.0004,1.24,29.759999999999998
ANT,24,0.0005,736,0.0,18.08,433.91999999999996
STORJ,24,0.0005,94,0.0,141.57,3397.68
ITT,24,0.0005,12499,0.0005,1.06,25.44
THEY,24,0.0005,27005,0.0011,0.49,11.76
CPA,24,0.0005,4348,0.0002,3.06,73.44
OUT,23,0.0005,27281,0.0011,0.47,10.809999999999999
IDK,23,0.0005,16558,0.0007,0.77,17.71
SXI,23,0.0005,65,0.0,196.2,4512.5999999999995
EOY,23,0.0005,427,0.0,29.87,687.01
VHS,23,0.0005,6252,0.0003,2.04,46.92
SHA,23,0.0005,1345,0.0001,9.48,218.04000000000002
GTX,23,0.0005,33949,0.0014,0.38,8.74
AML,23,0.0005,846,0.0,15.07,346.61
CIA,23,0.0005,23974,0.001,0.53,12.190000000000001
SMART,23,0.0005,2653,0.0001,4.81,110.63
NEBL,23,0.0005,75,0.0,170.04,3910.9199999999996
WITH,23,0.0005,38444,0.0016,0.33,7.5900000000000007
FORK,23,0.0005,244,0.0,52.27,1202.21
FTFY,22,0.0005,27962,0.0011,0.44,9.68
BCPT,22,0.0005,61,0.0,199.97,4399.34
MACD,22,0.0005,319,0.0,38.24,841.28000000000009
BEFOR,22,0.0005,47360,0.0019,0.26,5.7200000000000006
PIRL,22,0.0005,48,0.0,254.13,5590.86
KNC,22,0.0005,220,0.0,55.45,1219.9
XZC,22,0.0005,99,0.0,123.22,2710.84
DDOS,22,0.0005,2497,0.0001,4.89,107.58
ITS,22,0.0005,44089,0.0018,0.28,6.16
BMW,22,0.0005,14891,0.0006,0.82,18.04
AGAIN,22,0.0005,15951,0.0006,0.76,16.72
NYC,22,0.0005,42185,0.0017,0.29,6.38
NLC,22,0.0005,170,0.0,71.76,1578.72
ETHER,21,0.0005,283,0.0,41.14,863.94
SUMO,21,0.0005,434,0.0,26.83,563.43
DNA,21,0.0005,33206,0.0013,0.35,7.35
PUMP,21,0.0005,533,0.0,21.85,458.85
BTS,21,0.0005,11394,0.0005,1.02,21.42
LTD,21,0.0005,1395,0.0001,8.35,175.35
AXA,21,0.0005,489,0.0,23.81,500.01
FOMO',21,0.0005,154,0.0,75.61,1587.81
TRX,21,0.0005,491,0.0,23.71,497.91
LOVE,20,0.0004,37666,0.0015,0.29,5.8
FAR,20,0.0004,8994,0.0004,1.23,24.6
NASDA,20,0.0004,716,0.0,15.49,309.8
-BTC,20,0.0004,214,0.0,51.82,1036.4
GMT,20,0.0004,8301,0.0003,1.34,26.8
FML,20,0.0004,3751,0.0002,2.96,59.2
OWN,20,0.0004,6029,0.0002,1.84,36.800000000000004
MKR,20,0.0004,305,0.0,36.36,727.2
VERT,20,0.0004,101,0.0,109.8,2196.0
ENG,20,0.0004,2742,0.0001,4.04,80.8
OTC,20,0.0004,3266,0.0001,3.4,68.0
BCOIN,20,0.0004,32,0.0,346.55,6931.0
HERE,20,0.0004,36094,0.0015,0.31,6.2
WHEN,20,0.0004,12406,0.0005,0.89,17.8
FIFO,20,0.0004,543,0.0,20.42,408.40000000000003
UFC,20,0.0004,22566,0.0009,0.49,9.8
AKA,20,0.0004,12151,0.0005,0.91,18.2
SPV,19,0.0004,1133,0.0,9.3,176.70000000000002
CASH,19,0.0004,1308,0.0001,8.05,152.95000000000002
ACES,19,0.0004,267,0.0,39.46,749.74
LIKE,19,0.0004,24279,0.001,0.43,8.17
SHILL,19,0.0004,819,0.0,12.86,244.33999999999997
SONM,19,0.0004,97,0.0,108.61,2063.59
RSA,19,0.0004,1055,0.0,9.99,189.81
FUCKS,19,0.0004,2734,0.0001,3.85,73.15
GBTC,19,0.0004,567,0.0,18.58,353.02
HOW,19,0.0004,23118,0.0009,0.46,8.74
GOOD,19,0.0004,23793,0.001,0.44,8.36
TRON,19,0.0004,358,0.0,29.43,559.17
AMAA,18,0.0004,1132,0.0,8.82,158.76
FFS,18,0.0004,10175,0.0004,0.98,17.64
-ICO,18,0.0004,220,0.0,45.37,816.66
INVES,18,0.0004,1173,0.0,8.51,153.18
USE,18,0.0004,9077,0.0004,1.1,19.8
CEDEX,18,0.0004,339,0.0,29.44,529.92000000000007
GPU-,18,0.0004,391,0.0,25.53,459.54
CNN,18,0.0004,34203,0.0014,0.29,5.22
ATH',18,0.0004,199,0.0,50.15,902.69999999999993
MONER,17,0.0004,69,0.0,136.61,2322.3700000000003
PSA,17,0.0004,13356,0.0005,0.71,12.07
LEAST,17,0.0004,5911,0.0002,1.59,27.03
ABOUT,17,0.0004,17486,0.0007,0.54,9.18
IT'S,17,0.0004,19109,0.0008,0.49,8.33
BITTR,17,0.0004,88,0.0,107.11,1820.87
-RES,17,0.0004,9831,0.0004,0.96,16.32
NEED,17,0.0004,23715,0.001,0.4,6.8000000000000007
FROM,17,0.0004,18443,0.0007,0.51,8.67
DID,17,0.0004,24968,0.001,0.38,6.46
HARD,17,0.0004,7911,0.0003,1.19,20.23
IRL,17,0.0004,26998,0.0011,0.35,5.9499999999999993
NEON,17,0.0004,431,0.0,21.87,371.79
WAS,17,0.0004,34891,0.0014,0.27,4.59
KNOW,17,0.0004,21481,0.0009,0.44,7.48
THERE,17,0.0004,16812,0.0007,0.56,9.5200000000000014
PDF,17,0.0004,13938,0.0006,0.68,11.56
REP,17,0.0004,6131,0.0002,1.54,26.18
BCN,17,0.0004,293,0.0,32.17,546.89
DAI,17,0.0004,1055,0.0,8.93,151.81
ICONO,17,0.0004,363,0.0,25.97,441.49
BCG,17,0.0004,1330,0.0001,7.09,120.53
XYZ,16,0.0004,4703,0.0002,1.89,30.24
NSA,16,0.0004,8328,0.0003,1.07,17.12
TNT,16,0.0004,2780,0.0001,3.19,51.04
NEWS,16,0.0004,7393,0.0003,1.2,19.2
-US,16,0.0004,12206,0.0005,0.73,11.68
TOKEN,16,0.0004,560,0.0,15.84,253.44
TENX,16,0.0004,57,0.0,155.64,2490.24
NULS,16,0.0004,94,0.0,94.38,1510.08
ASICB,16,0.0004,276,0.0,32.14,514.24
SBI,16,0.0004,652,0.0,13.61,217.76
BLT,16,0.0004,958,0.0,9.26,148.16
STOP,16,0.0004,16381,0.0007,0.54,8.64
LIQUI,16,0.0004,407,0.0,21.8,348.8
MASSI,16,0.0004,4444,0.0002,2.0,32.0
REEEE,16,0.0004,20033,0.0008,0.44,7.04
COULD,16,0.0004,10236,0.0004,0.87,13.92
HDD,16,0.0004,18708,0.0008,0.47,7.52
EST,16,0.0004,18797,0.0008,0.47,7.52
THEM,16,0.0004,16742,0.0007,0.53,8.48
DICE,16,0.0004,15698,0.0006,0.57,9.12
SHA-,16,0.0004,536,0.0,16.55,264.8
KIN,15,0.0003,350,0.0,23.76,356.40000000000003
PLEAS,15,0.0003,63962,0.0026,0.13,1.9500000000000002
BOTH,15,0.0003,9731,0.0004,0.85,12.75
ANN,15,0.0003,381,0.0,21.83,327.45
IDV,15,0.0003,76,0.0,109.44,1641.6
VSA,15,0.0003,343,0.0,24.25,363.75
DICOM,15,0.0003,50,0.0,166.34,2495.1
AFTER,15,0.0003,12591,0.0005,0.66,9.9
GBMQ,15,0.0003,126,0.0,66.01,990.15000000000009
PPC,15,0.0003,1215,0.0,6.85,102.75
OKC,15,0.0003,14107,0.0006,0.59,8.85
MOST,15,0.0003,9156,0.0004,0.91,13.65
FTW,15,0.0003,7066,0.0003,1.18,17.7
SOME,15,0.0003,12528,0.0005,0.66,9.9
TOP,15,0.0003,8118,0.0003,1.02,15.3
GREAT,15,0.0003,13129,0.0005,0.63,9.45
ILP,15,0.0003,196,0.0,42.43,636.45
ICX,15,0.0003,170,0.0,48.92,733.80000000000007
FPGA,14,0.0003,838,0.0,9.26,129.64
SPANK,14,0.0003,199,0.0,39.01,546.14
YET,14,0.0003,3847,0.0002,2.02,28.28
GTFO,14,0.0003,7190,0.0003,1.08,15.120000000000001
DONT,14,0.0003,12263,0.0005,0.63,8.82
LMFAO,14,0.0003,6537,0.0003,1.19,16.66
WAX,14,0.0003,384,0.0,20.22,283.08
IRC,14,0.0003,5900,0.0002,1.32,18.48
DAY,14,0.0003,9581,0.0004,0.81,11.34
PWC,14,0.0003,287,0.0,27.05,378.7
THEN,14,0.0003,18071,0.0007,0.43,6.02
LTC',14,0.0003,127,0.0,61.12,855.68
TKN,14,0.0003,75,0.0,103.5,1449.0
DOES,14,0.0003,14620,0.0006,0.53,7.42
HAS,14,0.0003,17196,0.0007,0.45,6.3
DOWN,14,0.0003,10956,0.0004,0.71,9.94
VIA,14,0.0003,680,0.0,11.42,159.88
RAM,14,0.0003,50387,0.002,0.15,2.1
OVER,14,0.0003,10083,0.0004,0.77,10.780000000000001
MUST,14,0.0003,16433,0.0007,0.47,6.58
BTCN,14,0.0003,141,0.0,55.05,770.69999999999993
WORLD,14,0.0003,6972,0.0003,1.11,15.540000000000001
AUS,14,0.0003,3043,0.0001,2.55,35.699999999999996
SNM,14,0.0003,137,0.0,56.66,793.24
BOOM,14,0.0003,5275,0.0002,1.47,20.58
POT,13,0.0003,1051,0.0,6.86,89.18
MAJOR,13,0.0003,3123,0.0001,2.31,30.03
USI,13,0.0003,322,0.0,22.39,291.07
CONFI,13,0.0003,4010,0.0002,1.8,23.400000000000002
NEW,13,0.0003,14493,0.0006,0.5,6.5
NYSE,13,0.0003,696,0.0,10.36,134.68
GAME,13,0.0003,19841,0.0008,0.36,4.68
HYIP,13,0.0003,274,0.0,26.31,342.03
DTV,13,0.0003,659,0.0,10.94,142.22
DRPU,13,0.0003,17,0.0,424.01,5512.13
SSD,13,0.0003,40608,0.0016,0.18,2.34
SQL,13,0.0003,8732,0.0004,0.83,10.79
RBF,13,0.0003,1679,0.0001,4.29,55.77
FUD',13,0.0003,52,0.0,138.62,1802.06
BTC-B,13,0.0003,95,0.0,75.88,986.43999999999994
TETHE,13,0.0003,107,0.0,67.37,875.81000000000006
SHOUL,13,0.0003,14390,0.0006,0.5,6.5
VERTC,13,0.0003,36,0.0,200.23,2602.99
DATA,13,0.0003,1713,0.0001,4.21,54.73
TIME,13,0.0003,24402,0.001,0.3,3.9
TAKE,13,0.0003,11965,0.0005,0.6,7.8
MONTH,13,0.0003,4228,0.0002,1.7,22.099999999999998
-ETH,13,0.0003,98,0.0,73.55,956.15
NSFW,13,0.0003,35467,0.0014,0.2,2.6
CURRE,13,0.0003,2118,0.0001,3.4,44.199999999999996
AWS,13,0.0003,6330,0.0003,1.14,14.819999999999999
XTRAB,13,0.0003,20,0.0,360.41,4685.33
CND,12,0.0003,348,0.0,19.12,229.44
HODLI,12,0.0003,182,0.0,36.56,438.72
ANYTH,12,0.0003,11165,0.0005,0.6,7.1999999999999993
TIX,12,0.0003,104,0.0,63.98,767.76
BTCUS,12,0.0003,337,0.0,19.74,236.88
