word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
REP,25,0.0038,4527,0.0002,20.06,501.49999999999994
SEC,24,0.0037,5485,0.0002,15.89,381.36
RDD,24,0.0037,407,0.0,214.19,5140.5599999999995
AUT,23,0.0035,78709,0.0033,1.06,24.380000000000003
UTC,23,0.0035,24664,0.001,3.39,77.97
MEW,23,0.0035,1674,0.0001,49.91,1147.9299999999998
DOGE,22,0.0034,692,0.0,115.48,2540.56
SJCX,22,0.0034,297,0.0,269.05,5919.1
DDOS,22,0.0034,2262,0.0001,35.33,777.26
STEEM,22,0.0034,101,0.0,791.18,17405.96
BAT,21,0.0032,3321,0.0001,22.97,482.37
ISP,21,0.0032,35125,0.0015,2.17,45.57
STR,20,0.0031,10954,0.0005,6.63,132.6
LBC,20,0.0031,927,0.0,78.37,1567.4
THIS,20,0.0031,143242,0.0061,0.51,10.2
ALL,20,0.0031,90370,0.0038,0.8,16.0
IOTA,20,0.0031,249,0.0,291.75,5835.0
ACH,20,0.0031,1708,0.0001,42.53,850.6
VISA,19,0.0029,1207,0.0001,57.18,1086.42
POW,19,0.0029,3489,0.0001,19.78,375.82000000000005
LBRY,19,0.0029,147,0.0,469.47,8919.93
EUR,19,0.0029,4232,0.0002,16.31,309.89
----,19,0.0029,59566,0.0025,1.16,22.04
BTS,19,0.0029,6284,0.0003,10.98,208.62
USB,18,0.0028,49974,0.0021,1.31,23.580000000000002
API,18,0.0028,21199,0.0009,3.08,55.44
GBP,18,0.0028,2519,0.0001,25.95,467.09999999999997
FOMO,18,0.0028,1777,0.0001,36.79,662.22
XLM,17,0.0026,263,0.0,234.78,3991.26
AWS,17,0.0026,5016,0.0002,12.31,209.27
KYC,17,0.0026,668,0.0,92.44,1571.48
AFAIK,17,0.0026,14995,0.0006,4.12,70.04
USDT,16,0.0025,725,0.0,80.16,1282.56
ERC,16,0.0025,1062,0.0,54.72,875.52
UASF,16,0.0025,9512,0.0004,6.11,97.76
STORJ,16,0.0025,263,0.0,220.97,3535.52
VTC,15,0.0023,710,0.0,76.74,1151.1
DEX,15,0.0023,3654,0.0002,14.91,223.65
ELI,15,0.0023,18454,0.0008,2.95,44.25
BUY,15,0.0023,9277,0.0004,5.87,88.05
IMHO,14,0.0022,15716,0.0007,3.24,45.36
VPS,14,0.0022,1786,0.0001,28.47,398.58
NSA,14,0.0022,18098,0.0008,2.81,39.34
BTW,14,0.0022,27517,0.0012,1.85,25.900000000000002
FBI,14,0.0022,94646,0.004,0.54,7.5600000000000005
EVM,14,0.0022,1539,0.0001,33.04,462.56
BUT,14,0.0022,52721,0.0022,0.96,13.44
YOU,13,0.002,187935,0.008,0.25,3.25
STRAT,13,0.002,721,0.0,65.49,851.36999999999989
CPA,13,0.002,3965,0.0002,11.91,154.83
RSK,13,0.002,789,0.0,59.85,778.05000000000007
ICNX,12,0.0018,210,0.0,207.56,2490.7200000000003
BTC',12,0.0018,468,0.0,93.13,1117.56
ARK,12,0.0018,3604,0.0002,12.09,145.07999999999998
RLC,12,0.0018,717,0.0,60.79,729.48
VPN,12,0.0018,24572,0.001,1.77,21.240000000000002
-----,11,0.0017,83561,0.0035,0.48,5.2799999999999994
CAD,11,0.0017,11514,0.0005,3.47,38.17
DNS,11,0.0017,9478,0.0004,4.22,46.419999999999995
IOU,11,0.0017,814,0.0,49.08,539.88
LOT,11,0.0017,39291,0.0017,1.02,11.22
ANN,11,0.0017,368,0.0,108.57,1194.27
