word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
AEON,93,0.0036,387,0.0,224.1,20841.3
CNY,91,0.0035,1558,0.0001,54.47,4956.7699999999995
ETC,91,0.0035,3235,0.0001,26.23,2386.93
TNT,89,0.0034,2950,0.0001,28.13,2503.5699999999997
AMA,89,0.0034,41880,0.0017,1.98,176.22
ICON,86,0.0033,862,0.0,93.04,8001.4400000000005
YOU,86,0.0033,201266,0.0083,0.4,34.4
ELI,85,0.0033,18105,0.0007,4.38,372.3
FIAT,85,0.0033,996,0.0,79.58,6764.3
JPM,82,0.0031,1473,0.0001,51.91,4256.62
POS,82,0.0031,9567,0.0004,7.99,655.18000000000006
GUI,74,0.0028,7313,0.0003,9.44,698.56
OTHER,72,0.0028,14308,0.0006,4.69,337.68
BTCC,70,0.0027,1177,0.0,55.46,3882.2000000000003
DOGE,67,0.0026,676,0.0,92.43,6192.81
BTS,66,0.0025,8869,0.0004,6.94,458.04
MIT,65,0.0025,5155,0.0002,11.76,764.4
MTL,64,0.0025,2375,0.0001,25.13,1608.32
DEX,64,0.0025,3317,0.0001,17.99,1151.36
MEW,63,0.0024,1938,0.0001,30.31,1909.53
PAY,63,0.0024,3675,0.0002,15.99,1007.37
PM',63,0.0024,31125,0.0013,1.89,119.07
DAG,62,0.0024,526,0.0,109.92,6815.04
IOTA',61,0.0023,263,0.0,216.29,13193.689999999999
XEM,61,0.0023,303,0.0,187.74,11452.140000000001
-----,59,0.0023,138801,0.0057,0.4,23.6
IMHO,59,0.0023,16272,0.0007,3.38,199.42
AMD,59,0.0023,40888,0.0017,1.35,79.65
NXT,57,0.0022,10496,0.0004,5.06,288.41999999999996
RISE,57,0.0022,1358,0.0001,39.14,2230.98
AUT,57,0.0022,136767,0.0056,0.39,22.23
CVC,56,0.0021,558,0.0,93.59,5241.04
ICX,56,0.0021,302,0.0,172.92,9683.5199999999986
AML,56,0.0021,707,0.0,73.86,4136.16
IPO,55,0.0021,1706,0.0001,30.06,1653.3
LISK,55,0.0021,645,0.0,79.52,4373.5999999999995
ZEC,54,0.0021,564,0.0,89.29,4821.6600000000008
BLX,54,0.0021,701,0.0,71.84,3879.36
BCC,54,0.0021,6066,0.0002,8.3,448.20000000000005
PTOY,53,0.002,152,0.0,325.16,17233.48
WSJ,53,0.002,2805,0.0001,17.62,933.86
EVERY,53,0.002,59550,0.0024,0.83,43.989999999999995
TRIG,52,0.002,161,0.0,301.19,15661.88
LOT,52,0.002,39325,0.0016,1.23,63.96
FYI,50,0.0019,31335,0.0013,1.49,74.5
SIA,50,0.0019,713,0.0,65.4,3270.0000000000005
VISA,49,0.0019,1691,0.0001,27.02,1323.98
OKC,49,0.0019,14833,0.0006,3.08,150.92000000000002
EUR,48,0.0018,6952,0.0003,6.44,309.12
BTW,47,0.0018,28356,0.0012,1.55,72.850000000000009
ETF,46,0.0018,7350,0.0003,5.84,268.64
IRA,46,0.0018,13454,0.0006,3.19,146.74
FUN,46,0.0018,6020,0.0002,7.13,327.98
SELL,45,0.0017,2500,0.0001,16.79,755.55
BUT,45,0.0017,55492,0.0023,0.76,34.2
DLT,45,0.0017,520,0.0,80.7,3631.5
QRL,45,0.0017,253,0.0,165.87,7464.1500000000005
WILL,44,0.0017,37309,0.0015,1.1,48.400000000000006
WTF,44,0.0017,47686,0.002,0.86,37.839999999999996
EDG,43,0.0016,4583,0.0002,8.75,376.25
SWIFT,43,0.0016,735,0.0,54.56,2346.08
IOT,43,0.0016,661,0.0,60.66,2608.3799999999997
GBP,42,0.0016,5782,0.0002,6.77,284.34
OP',42,0.0016,43207,0.0018,0.91,38.22
MCO,42,0.0016,855,0.0,45.81,1924.02
TRX,41,0.0016,576,0.0,66.38,2721.58
DYOR,41,0.0016,120,0.0,318.62,13063.42
USB,41,0.0016,62037,0.0026,0.62,25.419999999999998
CMC,40,0.0015,4611,0.0002,8.09,323.6
HUGE,40,0.0015,18628,0.0008,2.0,80.0
NEBL,40,0.0015,65,0.0,573.87,22954.8
KNC,40,0.0015,738,0.0,50.54,2021.6
SEPA,39,0.0015,618,0.0,58.85,2295.15
THAT,39,0.0015,92976,0.0038,0.39,15.21
GDP,39,0.0015,18152,0.0007,2.0,78.0
URL,38,0.0015,34375,0.0014,1.03,39.14
DCR,38,0.0015,473,0.0,74.92,2846.96
ICN,38,0.0015,1387,0.0001,25.55,970.9
YOUR,38,0.0015,55919,0.0023,0.63,23.94
ANS,37,0.0014,676,0.0,51.04,1888.48
POW,37,0.0014,3803,0.0002,9.07,335.59000000000003
DGB,37,0.0014,606,0.0,56.94,2106.7799999999997
JUST,36,0.0014,41573,0.0017,0.81,29.160000000000004
BTC',36,0.0014,485,0.0,69.22,2491.92
ONLY,36,0.0014,34695,0.0014,0.97,34.92
SYS,35,0.0013,267,0.0,122.24,4278.4
ALWAY,35,0.0013,21200,0.0009,1.54,53.9
SDK,35,0.0013,2424,0.0001,13.46,471.1
HAVE,35,0.0013,49927,0.0021,0.65,22.75
SCAM,35,0.0013,957,0.0,34.11,1193.85
RIP,35,0.0013,46278,0.0019,0.71,24.849999999999998
CAD,34,0.0013,12427,0.0005,2.55,86.699999999999989
WAVES,34,0.0013,315,0.0,100.66,3422.44
NOW,33,0.0013,34151,0.0014,0.9,29.7
DRC,33,0.0013,1202,0.0,25.6,844.80000000000007
CHINA,33,0.0013,1203,0.0,25.58,844.14
VERY,32,0.0012,34379,0.0014,0.87,27.84
STRAT,32,0.0012,690,0.0,43.25,1384.0
FUCKI,32,0.0012,61087,0.0025,0.49,15.68
MOON,31,0.0012,1210,0.0,23.89,740.59
IIRC,31,0.0012,46063,0.0019,0.63,19.53
ONE,30,0.0012,46871,0.0019,0.6,18.0
IBM,30,0.0012,5161,0.0002,5.42,162.6
ANY,30,0.0012,28091,0.0012,1.0,30.0
FBI,30,0.0012,34678,0.0014,0.81,24.3
FOR,30,0.0012,65784,0.0027,0.43,12.9
TOR,29,0.0011,2545,0.0001,10.63,308.27000000000004
BITCO,29,0.0011,939,0.0,28.8,835.2
ACH,29,0.0011,1284,0.0001,21.06,610.74
RNDR,28,0.0011,261,0.0,100.04,2801.1200000000003
BCN,28,0.0011,351,0.0,74.39,2082.92
CAN,28,0.0011,32941,0.0014,0.79,22.12
AUD,28,0.0011,3772,0.0002,6.92,193.76
HTML,28,0.0011,9002,0.0004,2.9,81.2
PART,28,0.0011,6064,0.0002,4.31,120.67999999999999
----,28,0.0011,64991,0.0027,0.4,11.200000000000001
STEEM,28,0.0011,104,0.0,251.07,7029.96
IOC,27,0.001,1138,0.0,22.13,597.51
SAFEX,27,0.001,128,0.0,196.71,5311.17
SMART,27,0.001,2481,0.0001,10.15,274.05
WAY,27,0.001,26648,0.0011,0.94,25.38
REALL,26,0.001,41192,0.0017,0.59,15.34
LMAO,26,0.001,20414,0.0008,1.19,30.939999999999998
TLDR,26,0.001,18694,0.0008,1.3,33.800000000000004
TBH,26,0.001,22027,0.0009,1.1,28.6
NXS,26,0.001,306,0.0,79.24,2060.24
WHAT,26,0.001,47984,0.002,0.51,13.26
NSA,25,0.001,8958,0.0004,2.6,65.0
AFAIK,25,0.001,15288,0.0006,1.52,38.0
BMC,25,0.001,887,0.0,26.28,657.0
DPOS,25,0.001,99,0.0,235.49,5887.25
STOX,25,0.001,77,0.0,302.77,7569.25
BIG,24,0.0009,15096,0.0006,1.48,35.519999999999996
TIL,24,0.0009,52898,0.0022,0.42,10.08
WOW,24,0.0009,14381,0.0006,1.56,37.44
-ICO,23,0.0009,245,0.0,87.54,2013.42
CFB,22,0.0008,9173,0.0004,2.24,49.28
ERC-,22,0.0008,390,0.0,52.6,1157.2
XRB,22,0.0008,63,0.0,325.65,7164.2999999999993
ALT,22,0.0008,2371,0.0001,8.65,190.3
ERR,22,0.0008,454,0.0,45.19,994.18
WITH,22,0.0008,37480,0.0015,0.55,12.100000000000001
PBOC,22,0.0008,689,0.0,29.78,655.16000000000008
NEVER,22,0.0008,34170,0.0014,0.6,13.2
DTV,21,0.0008,769,0.0,25.47,534.87
MORE,21,0.0008,26491,0.0011,0.74,15.54
DIONS,21,0.0008,33,0.0,593.44,12462.240000000002
ARE,21,0.0008,61563,0.0025,0.32,6.72
LMC,21,0.0008,167,0.0,117.27,2462.67
MUCH,21,0.0008,22900,0.0009,0.86,18.06
AFTER,21,0.0008,13058,0.0005,1.5,31.5
LRC,20,0.0008,328,0.0,56.86,1137.2
CRYPT,20,0.0008,328,0.0,56.86,1137.2
RPX,20,0.0008,453,0.0,41.17,823.40000000000009
ASAP,20,0.0008,23444,0.001,0.8,16.0
FDIC,20,0.0008,738,0.0,25.27,505.4
OTC,20,0.0008,3119,0.0001,5.98,119.60000000000001
NEO',20,0.0008,387,0.0,48.19,963.8
ABC,20,0.0008,10881,0.0004,1.71,34.2
BIP,19,0.0007,2800,0.0001,6.33,120.27
ISP,19,0.0007,17918,0.0007,0.99,18.81
THEY,19,0.0007,27608,0.0011,0.64,12.16
ANYTH,19,0.0007,10807,0.0004,1.64,31.159999999999997
DNS,19,0.0007,10485,0.0004,1.69,32.11
MLM,19,0.0007,4543,0.0002,3.9,74.1
NOFUC,19,0.0007,282,0.0,62.83,1193.77
MIOTA,19,0.0007,280,0.0,63.28,1202.32
GIFV,19,0.0007,12402,0.0005,1.43,27.169999999999998
ARDR,18,0.0007,165,0.0,101.73,1831.14
ANN,18,0.0007,413,0.0,40.64,731.52
EST,18,0.0007,14672,0.0006,1.14,20.52
GAME,18,0.0007,19004,0.0008,0.88,15.84
OWN,18,0.0007,5626,0.0002,2.98,53.64
SHA-,18,0.0007,470,0.0,35.71,642.78
FWIW,18,0.0007,11638,0.0005,1.44,25.919999999999998
IPFS,18,0.0007,327,0.0,51.33,923.93999999999994
CTO,18,0.0007,1318,0.0001,12.74,229.32
OUT,18,0.0007,29795,0.0012,0.56,10.080000000000002
ITT,17,0.0007,14183,0.0006,1.12,19.040000000000003
ACTUA,17,0.0007,11778,0.0005,1.35,22.950000000000003
YES,17,0.0007,43416,0.0018,0.37,6.29
NET,17,0.0007,3600,0.0001,4.4,74.800000000000011
DNM,17,0.0007,1816,0.0001,8.73,148.41
BBB,17,0.0007,3567,0.0001,4.44,75.48
SHA,17,0.0007,1308,0.0001,12.12,206.04
BLOCK,17,0.0007,2115,0.0001,7.5,127.5
CEO',16,0.0006,1928,0.0001,7.74,123.84
ICOMG,16,0.0006,50,0.0,298.41,4774.56
KNOW,16,0.0006,21933,0.0009,0.68,10.88
COIN,16,0.0006,551,0.0,27.08,433.28
CNBC,16,0.0006,1068,0.0,13.97,223.52
BQX,16,0.0006,110,0.0,135.64,2170.24
REAL,16,0.0006,16219,0.0007,0.92,14.72
PST,16,0.0006,7346,0.0003,2.03,32.48
HAS,16,0.0006,16365,0.0007,0.91,14.56
DCA,16,0.0006,1615,0.0001,9.24,147.84
NOTHI,16,0.0006,13729,0.0006,1.09,17.44
IRC,16,0.0006,7092,0.0003,2.1,33.6
CIA,16,0.0006,18555,0.0008,0.8,12.8
NLC,15,0.0006,228,0.0,61.35,920.25
SNGLS,15,0.0006,166,0.0,84.27,1264.05
GTFO,15,0.0006,7988,0.0003,1.75,26.25
PGP,15,0.0006,2244,0.0001,6.23,93.45
'BTC-,15,0.0006,17,0.0,822.83,12342.45
OMG',15,0.0006,161,0.0,86.88,1303.1999999999998
HOW,15,0.0006,23056,0.0009,0.61,9.15
UKIP,15,0.0006,2443,0.0001,5.73,85.95
CNN,15,0.0006,26440,0.0011,0.53,7.95
SIGT,15,0.0006,84,0.0,166.53,2497.95
ETH',15,0.0006,259,0.0,54.01,810.15
PIN,15,0.0006,4650,0.0002,3.01,45.15
IOP,15,0.0006,386,0.0,36.24,543.6
SALT,15,0.0006,1321,0.0001,10.59,158.85
EHR,14,0.0005,112,0.0,116.57,1631.98
HODL',14,0.0005,127,0.0,102.8,1439.2
CSV,14,0.0005,1269,0.0001,10.29,144.06
TIME,14,0.0005,23875,0.001,0.55,7.7000000000000011
WAS,14,0.0005,37125,0.0015,0.35,4.8999999999999995
EEA,14,0.0005,1930,0.0001,6.76,94.64
POI,14,0.0005,1420,0.0001,9.19,128.66
PRC,14,0.0005,2427,0.0001,5.38,75.32
GOAT,14,0.0005,17118,0.0007,0.76,10.64
NEWS,14,0.0005,5675,0.0002,2.3,32.199999999999996
RMB,14,0.0005,2166,0.0001,6.03,84.42
GET,14,0.0005,38880,0.0016,0.34,4.7600000000000007
ICOS,14,0.0005,86,0.0,151.81,2125.34
DNN,14,0.0005,237,0.0,55.09,771.26
HUSH,14,0.0005,94,0.0,138.89,1944.4599999999998
HOLD,14,0.0005,2555,0.0001,5.11,71.54
IOU,14,0.0005,835,0.0,15.64,218.96
BTC-,14,0.0005,370,0.0,35.29,494.06
WHY,14,0.0005,30108,0.0012,0.43,6.02
DOWN,14,0.0005,11306,0.0005,1.15,16.099999999999998
CFB',14,0.0005,346,0.0,37.73,528.21999999999991
RDD,14,0.0005,403,0.0,32.4,453.59999999999997
SHIT,13,0.0005,29437,0.0012,0.41,5.33
MARKE,13,0.0005,1246,0.0001,9.73,126.49000000000001
WANT,13,0.0005,21624,0.0009,0.56,7.2800000000000011
QTUM',13,0.0005,46,0.0,263.54,3426.0200000000004
XEL,13,0.0005,105,0.0,115.46,1500.98
ITS,13,0.0005,43175,0.0018,0.28,3.6400000000000006
MONER,13,0.0005,46,0.0,263.54,3426.0200000000004
OAX,13,0.0005,79,0.0,153.46,1994.98
GOOD,13,0.0005,23857,0.001,0.51,6.63
FFS,13,0.0005,10284,0.0004,1.18,15.34
LTC',13,0.0005,105,0.0,115.46,1500.98
SNT,13,0.0005,192,0.0,63.14,820.82
CRW,13,0.0005,92,0.0,131.77,1713.0100000000002
IT'S,13,0.0005,20354,0.0008,0.6,7.8
HAHAH,13,0.0005,16735,0.0007,0.72,9.36
FTFY,13,0.0005,28018,0.0012,0.43,5.59
ING,13,0.0005,982,0.0,12.35,160.54999999999998
IDK,13,0.0005,16068,0.0007,0.75,9.75
TOP,13,0.0005,9937,0.0004,1.22,15.86
APP,13,0.0005,3284,0.0001,3.69,47.97
USE,13,0.0005,10046,0.0004,1.21,15.73
REP,12,0.0005,6101,0.0003,1.83,21.96
JINN,12,0.0005,54,0.0,207.23,2486.7599999999998
ZERO,12,0.0005,8888,0.0004,1.26,15.120000000000001
NYSE,12,0.0005,407,0.0,27.5,330.0
DNA,12,0.0005,31946,0.0013,0.35,4.1999999999999993
DON'T,12,0.0005,26242,0.0011,0.43,5.16
DONT,12,0.0005,12053,0.0005,0.93,11.16
THEN,12,0.0005,20905,0.0009,0.54,6.48
ETA,12,0.0005,10489,0.0004,1.07,12.84
SOME,12,0.0005,12866,0.0005,0.87,10.44
LBRY,12,0.0005,208,0.0,53.8,645.59999999999991
THEIR,12,0.0005,10551,0.0004,1.06,12.72
AKA,12,0.0005,11057,0.0005,1.01,12.120000000000001
PDF,12,0.0005,15291,0.0006,0.73,8.76
LBC,12,0.0005,765,0.0,14.63,175.56
XZC,12,0.0005,71,0.0,157.61,1891.3200000000002
IOS,12,0.0005,4612,0.0002,2.43,29.160000000000004
FTW,12,0.0005,7008,0.0003,1.6,19.200000000000003
SIBOS,12,0.0005,85,0.0,131.65,1579.8000000000002
NEED,12,0.0005,23398,0.001,0.48,5.76
DOES,12,0.0005,13674,0.0006,0.82,9.84
FAR,12,0.0005,9470,0.0004,1.18,14.16
UBQ,12,0.0005,119,0.0,94.04,1128.48
WCX,11,0.0004,85,0.0,120.68,1327.48
ICONO,11,0.0004,347,0.0,29.56,325.15999999999997
TCP,11,0.0004,2118,0.0001,4.84,53.239999999999995
DDOS,11,0.0004,1744,0.0001,5.88,64.679999999999993
GBTC,11,0.0004,483,0.0,21.24,233.64
LOVE,11,0.0004,36799,0.0015,0.28,3.08
SHIFT,11,0.0004,856,0.0,11.98,131.78
POT,11,0.0004,1132,0.0,9.06,99.660000000000011
GREAT,11,0.0004,12950,0.0005,0.79,8.6900000000000013
FIRE,11,0.0004,8429,0.0003,1.22,13.42
KIN,11,0.0004,836,0.0,12.27,134.97
CPA,11,0.0004,4120,0.0002,2.49,27.39
DAPP,11,0.0004,75,0.0,136.77,1504.47
TOO,11,0.0004,16572,0.0007,0.62,6.82
NYC,11,0.0004,45395,0.0019,0.23,2.5300000000000002
EQT,11,0.0004,571,0.0,17.96,197.56
RAIN,11,0.0004,710,0.0,14.45,158.95
ASIC-,11,0.0004,90,0.0,113.98,1253.78
MSP,11,0.0004,3449,0.0001,2.97,32.67
YOLO,11,0.0004,2017,0.0001,5.09,55.989999999999995
AOL,11,0.0004,2500,0.0001,4.1,45.099999999999994
NFC,11,0.0004,9243,0.0004,1.11,12.21
EVM,11,0.0004,281,0.0,36.51,401.60999999999996
TPS,11,0.0004,2068,0.0001,4.96,54.56
SMA,11,0.0004,671,0.0,15.29,168.19
CSS,11,0.0004,8753,0.0004,1.17,12.87
EXACT,11,0.0004,14524,0.0006,0.71,7.81
TRANS,11,0.0004,2343,0.0001,4.38,48.18
SHILL,11,0.0004,685,0.0,14.98,164.78
