word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
ELI,41,0.0029,19225,0.0008,3.63,148.82999999999998
FIAT,41,0.0029,620,0.0,112.59,4616.1900000000005
LSK,40,0.0029,343,0.0,198.55,7942.0
SQUAR,40,0.0029,7040,0.0003,9.67,386.8
BRACK,40,0.0029,7444,0.0003,9.15,366.0
INSID,40,0.0029,8874,0.0004,7.67,306.8
LBRY,38,0.0027,304,0.0,212.82,8087.16
IPO,38,0.0027,1710,0.0001,37.83,1437.54
MYST,37,0.0027,318,0.0,198.1,7329.7
AWS,37,0.0027,4746,0.0002,13.27,490.99
ERC,37,0.0027,1621,0.0001,38.86,1437.82
ETF,36,0.0026,6065,0.0003,10.11,363.96
BUT,36,0.0026,53315,0.0022,1.15,41.4
ZEC,35,0.0025,680,0.0,87.63,3067.0499999999997
KYC,35,0.0025,825,0.0,72.23,2528.05
QRL,35,0.0025,305,0.0,195.38,6838.3
IRC,34,0.0024,7995,0.0003,7.24,246.16
POW,33,0.0024,3484,0.0001,16.13,532.29
GUI,31,0.0022,6876,0.0003,7.68,238.07999999999998
BIP,31,0.0022,10783,0.0005,4.89,151.59
DCR,31,0.0022,567,0.0,93.09,2885.79
BUY,30,0.0022,7087,0.0003,7.21,216.3
SNT,29,0.0021,1047,0.0,47.16,1367.6399999999999
ICONO,29,0.0021,450,0.0,109.72,3181.88
SEPA,29,0.0021,578,0.0,85.42,2477.18
LOT,28,0.002,38888,0.0016,1.23,34.44
FBI,28,0.002,66766,0.0028,0.71,19.88
WAVES,28,0.002,311,0.0,153.29,4292.12
XVG,28,0.002,159,0.0,299.82,8394.96
TOR,28,0.002,2794,0.0001,17.06,477.67999999999995
HDD,28,0.002,19200,0.0008,2.48,69.44
IBM,27,0.0019,4825,0.0002,9.53,257.31
VERY,27,0.0019,35119,0.0015,1.31,35.370000000000005
BTW,27,0.0019,27669,0.0012,1.66,44.82
KMD,26,0.0019,249,0.0,177.78,4622.28
MEW,26,0.0019,2681,0.0001,16.51,429.26000000000005
IGNIS,26,0.0019,167,0.0,265.07,6891.82
CAD,25,0.0018,12486,0.0005,3.41,85.25
IOTA',25,0.0018,105,0.0,405.37,10134.25
SCAM,25,0.0018,1310,0.0001,32.49,812.25
LISK,25,0.0018,327,0.0,130.17,3254.2499999999995
ONE,25,0.0018,44469,0.0019,0.96,24.0
AFAIK,25,0.0018,15171,0.0006,2.81,70.25
URL,25,0.0018,37487,0.0016,1.14,28.499999999999996
ACH,25,0.0018,1713,0.0001,24.85,621.25
FYI,24,0.0017,30021,0.0013,1.36,32.64
IOT,24,0.0017,485,0.0,84.25,2022.0
UBQ,24,0.0017,121,0.0,337.7,8104.7999999999993
-----,24,0.0017,105321,0.0044,0.39,9.36
ETH',24,0.0017,577,0.0,70.82,1699.6799999999998
YOUR,24,0.0017,53241,0.0022,0.77,18.48
ANY,23,0.0017,26755,0.0011,1.46,33.58
STORJ,23,0.0017,455,0.0,86.06,1979.38
SWT,23,0.0017,562,0.0,69.68,1602.64
RDD,23,0.0017,580,0.0,67.52,1552.9599999999998
DAG,23,0.0017,1561,0.0001,25.09,577.07
HUGE,22,0.0016,18956,0.0008,1.98,43.56
WGR,22,0.0016,115,0.0,325.71,7165.62
ANX,22,0.0016,298,0.0,125.69,2765.18
NOW,21,0.0015,34068,0.0014,1.05,22.05
GBP,21,0.0015,3085,0.0001,11.59,243.39
OMISE,21,0.0015,439,0.0,81.44,1710.24
AMA,21,0.0015,44614,0.0019,0.8,16.8
REP,21,0.0015,5096,0.0002,7.02,147.42
OTHER,21,0.0015,12230,0.0005,2.92,61.32
DCORP,20,0.0014,100,0.0,340.51,6810.2
OMG,20,0.0014,35485,0.0015,0.96,19.2
IMHO,20,0.0014,15757,0.0007,2.16,43.2
EVERY,19,0.0014,56081,0.0024,0.58,11.02
ARE,19,0.0014,57085,0.0024,0.57,10.829999999999998
RSK,19,0.0014,639,0.0,50.62,961.78
POLON,19,0.0014,54,0.0,599.05,11381.949999999999
UBIQ,18,0.0013,89,0.0,344.34,6198.12
CNBC,18,0.0013,1005,0.0,30.49,548.81999999999994
BAY,18,0.0013,456,0.0,67.21,1209.78
ONLY,17,0.0012,32715,0.0014,0.88,14.96
SSD,17,0.0012,41629,0.0018,0.7,11.899999999999999
WILL,17,0.0012,37615,0.0016,0.77,13.09
WTF,17,0.0012,47281,0.002,0.61,10.37
NEVER,17,0.0012,34019,0.0014,0.85,14.45
MONEY,17,0.0012,5687,0.0002,5.09,86.53
BIG,16,0.0011,15184,0.0006,1.79,28.64
MVP,16,0.0011,39306,0.0017,0.69,11.04
WORKI,16,0.0011,1428,0.0001,19.08,305.28
ALWAY,16,0.0011,19532,0.0008,1.39,22.24
CPU-,16,0.0011,789,0.0,34.53,552.48
MAID,16,0.0011,150,0.0,181.61,2905.76
TBH,16,0.0011,22164,0.0009,1.23,19.68
NSA,16,0.0011,17295,0.0007,1.58,25.28
DTV,16,0.0011,482,0.0,56.52,904.32
HAVE,15,0.0011,50859,0.0021,0.5,7.5
HOLD,15,0.0011,2438,0.0001,10.48,157.20000000000002
OP',15,0.0011,42260,0.0018,0.6,9.0
BTC',15,0.0011,529,0.0,48.28,724.2
SDK,15,0.0011,2257,0.0001,11.32,169.8
MIT,15,0.0011,5733,0.0002,4.45,66.75
ICNX,15,0.0011,403,0.0,63.37,950.55
XBT,15,0.0011,220,0.0,116.08,1741.2
DDOS,15,0.0011,1837,0.0001,13.9,208.5
IIRC,15,0.0011,47175,0.002,0.54,8.1000000000000014
IPFS,15,0.0011,310,0.0,82.38,1235.6999999999998
ANTS,15,0.0011,265,0.0,96.37,1445.5500000000002
SYS,15,0.0011,223,0.0,114.52,1717.8
LYKKE,14,0.001,20,0.0,1191.79,16685.059999999998
THAT,14,0.001,90788,0.0038,0.26,3.64
ASAP,14,0.001,22482,0.0009,1.06,14.84
OUT,14,0.001,28942,0.0012,0.82,11.479999999999999
CPA,14,0.001,3723,0.0002,6.4,89.600000000000009
ECC,14,0.001,2139,0.0001,11.14,155.96
BNT,13,0.0009,2087,0.0001,10.61,137.93
PTOY,13,0.0009,81,0.0,273.25,3552.25
CNY,13,0.0009,814,0.0,27.19,353.47
FTC,13,0.0009,3267,0.0001,6.77,88.009999999999991
GAME,13,0.0009,16126,0.0007,1.37,17.810000000000002
REALL,13,0.0009,40328,0.0017,0.55,7.15
CAN,13,0.0009,32842,0.0014,0.67,8.71
CTO,13,0.0009,2063,0.0001,10.73,139.49
BFT,13,0.0009,496,0.0,44.62,580.06
XDN,13,0.0009,148,0.0,149.55,1944.15
YES,12,0.0009,39780,0.0017,0.51,6.12
DECEN,12,0.0009,522,0.0,39.14,469.68
NET,12,0.0009,3821,0.0002,5.35,64.199999999999989
JSON,12,0.0009,2685,0.0001,7.61,91.320000000000007
DEX,12,0.0009,3243,0.0001,6.3,75.6
LBC,12,0.0009,885,0.0,23.09,277.08
PIV,12,0.0009,2158,0.0001,9.47,113.64000000000001
POLO,12,0.0009,181,0.0,112.88,1354.56
GDP,12,0.0009,19295,0.0008,1.06,12.72
SWIFT,12,0.0009,572,0.0,35.72,428.64
VTC,12,0.0009,672,0.0,30.4,364.79999999999995
SNAT,12,0.0009,63,0.0,324.3,3891.6000000000004
MOON,12,0.0009,1242,0.0001,16.45,197.39999999999998
BURST,12,0.0009,583,0.0,35.04,420.48
COIN,11,0.0008,590,0.0,31.74,349.14
CEX,11,0.0008,505,0.0,37.09,407.99
-ID,11,0.0008,441,0.0,42.47,467.16999999999996
MORE,11,0.0008,27065,0.0011,0.69,7.59
SMS,11,0.0008,5686,0.0002,3.29,36.19
CFI,11,0.0008,1503,0.0001,12.46,137.06
ANN,11,0.0008,290,0.0,64.58,710.38
COINS,11,0.0008,420,0.0,44.59,490.49
TON,11,0.0008,6264,0.0003,2.99,32.89
HNNWV,11,0.0008,5012,0.0002,3.74,41.14
BILLI,11,0.0008,3553,0.0001,5.27,57.97
SSW,11,0.0008,553,0.0,33.87,372.57
SHOUL,11,0.0008,13819,0.0006,1.36,14.96
