word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
THE,590,0.0059,301003,0.0121,0.49,289.1
THIS,579,0.0058,154691,0.0062,0.94,544.26
ERC,557,0.0056,4445,0.0002,31.35,17461.95
EDIT,528,0.0053,127875,0.0051,1.03,543.84
VET,526,0.0053,1622,0.0001,81.12,42669.12
POWR,510,0.0051,1282,0.0001,99.52,50755.2
AND,463,0.0046,180182,0.0072,0.64,296.32
SUB,457,0.0046,3516,0.0001,32.51,14857.07
ASIC,453,0.0045,4808,0.0002,23.57,10677.210000000001
ROI,450,0.0045,8833,0.0004,12.74,5733.0
RFID,441,0.0044,2021,0.0001,54.59,24074.190000000002
API,437,0.0044,22809,0.0009,4.79,2093.23
CMC,430,0.0043,4730,0.0002,22.74,9778.1999999999989
NXT,418,0.0042,11938,0.0005,8.76,3661.68
MEW,408,0.0041,5082,0.0002,20.08,8192.64
HST,400,0.004,1471,0.0001,68.02,27208.0
---,395,0.004,460228,0.0185,0.21,82.95
FIAT,387,0.0039,2374,0.0001,40.78,15781.86
YOU,378,0.0038,199944,0.008,0.47,177.66
DBC,371,0.0037,1394,0.0001,66.58,24701.18
ICON,361,0.0036,1646,0.0001,54.86,19804.46
CLICK,357,0.0036,22879,0.0009,3.9,1392.3
AMA,354,0.0036,43189,0.0017,2.05,725.69999999999993
INSID,352,0.0035,11441,0.0005,7.7,2710.4
BRACK,349,0.0035,10297,0.0004,8.48,2959.52
SQUAR,349,0.0035,9725,0.0004,8.98,3134.02
PIVX,348,0.0035,1244,0.0,69.98,24353.04
USA,347,0.0035,110549,0.0044,0.79,274.13
GPU,345,0.0035,70702,0.0028,1.22,420.9
ALL,343,0.0034,98129,0.0039,0.87,298.41
BUY,337,0.0034,9061,0.0004,9.3,3134.1000000000004
BCC,335,0.0034,2757,0.0001,30.4,10184.0
DYOR,334,0.0034,703,0.0,118.85,39695.9
IBM,331,0.0033,5868,0.0002,14.11,4670.41
DOGE,325,0.0033,3022,0.0001,26.9,8742.5
FUN,325,0.0033,7606,0.0003,10.69,3474.25
IOTA',316,0.0032,1165,0.0,67.85,21440.6
POS,314,0.0032,10938,0.0004,7.18,2254.52
ATM,295,0.003,15353,0.0006,4.81,1418.9499999999998
TRON,291,0.0029,1602,0.0001,45.44,13223.039999999999
ENJ,291,0.0029,1184,0.0,61.48,17890.68
SELL,288,0.0029,3642,0.0001,19.78,5696.64
QSP,283,0.0028,1035,0.0,68.4,19357.2
SEC,276,0.0028,17936,0.0007,3.85,1062.6000000000001
ICO',270,0.0027,1415,0.0001,47.73,12887.099999999999
BTC',267,0.0027,2433,0.0001,27.45,7329.15
GRS,256,0.0026,1246,0.0001,51.4,13158.4
EUR,250,0.0025,7032,0.0003,8.89,2222.5
IOT,244,0.0024,1345,0.0001,45.38,11072.720000000001
NEM,241,0.0024,1837,0.0001,32.82,7909.62
ELI,236,0.0024,20389,0.0008,2.9,684.4
ETC,236,0.0024,4268,0.0002,13.83,3263.88
MIT,231,0.0023,5922,0.0002,9.76,2254.56
ISP,227,0.0023,94339,0.0038,0.6,136.2
POW,226,0.0023,3994,0.0002,14.16,3200.16
ALT,224,0.0022,2839,0.0001,19.74,4421.7599999999993
CPU,221,0.0022,87925,0.0035,0.63,139.23
HUGE,213,0.0021,19672,0.0008,2.71,577.23
FYI,212,0.0021,32037,0.0013,1.66,351.91999999999996
BTG,209,0.0021,2240,0.0001,23.34,4878.06
EVERY,207,0.0021,54606,0.0022,0.95,196.64999999999998
ETN,204,0.002,4058,0.0002,12.58,2566.32
DENT,204,0.002,1823,0.0001,27.99,5709.96
KYC,200,0.002,2804,0.0001,17.84,3568.0
WTF,200,0.002,48510,0.0019,1.03,206.0
QTUM,193,0.0019,1189,0.0,40.61,7837.73
LOT,192,0.0019,40332,0.0016,1.19,228.48
MIOTA,190,0.0019,1840,0.0001,25.83,4907.7
DNT,187,0.0019,614,0.0,76.19,14247.529999999999
NOW,187,0.0019,34799,0.0014,1.34,250.58
BUT,185,0.0019,54570,0.0022,0.85,157.25
WABI,182,0.0018,404,0.0,112.7,20511.4
DEX,178,0.0018,3873,0.0002,11.5,2047.0
QRL,177,0.0018,568,0.0,77.95,13797.15
POE,175,0.0018,3634,0.0001,12.05,2108.75
TOR,174,0.0017,3588,0.0001,12.13,2110.6200000000003
CME,173,0.0017,4432,0.0002,9.76,1688.48
SWIFT,172,0.0017,1522,0.0001,28.27,4862.44
FUCK,171,0.0017,76631,0.0031,0.56,95.76
DNA,168,0.0017,34376,0.0014,1.22,204.96
VERY,165,0.0017,35989,0.0014,1.15,189.74999999999997
USB,164,0.0016,59945,0.0024,0.68,111.52000000000001
CAD,162,0.0016,13373,0.0005,3.03,490.85999999999996
RIP,161,0.0016,46614,0.0019,0.86,138.46
THAT,160,0.0016,91818,0.0037,0.44,70.4
WILL,160,0.0016,36798,0.0015,1.09,174.4
YOUR,159,0.0016,70879,0.0028,0.56,89.04
TPS,159,0.0016,2556,0.0001,15.56,2474.04
ANY,159,0.0016,31871,0.0013,1.25,198.75
ONLY,158,0.0016,34551,0.0014,1.14,180.11999999999998
DRGN,156,0.0016,478,0.0,81.64,12735.84
GBP,155,0.0016,4782,0.0002,8.11,1257.05
MOON,153,0.0015,2291,0.0001,16.71,2556.63
VPN,152,0.0015,26749,0.0011,1.42,215.83999999999997
DAO,144,0.0014,2618,0.0001,13.76,1981.44
RCN,142,0.0014,690,0.0,51.48,7310.16
LEND,142,0.0014,569,0.0,62.43,8865.06
EOY,138,0.0014,1119,0.0,30.85,4257.3
AUD,136,0.0014,4594,0.0002,7.41,1007.76
OST,136,0.0014,5877,0.0002,5.79,787.44
STRAT,136,0.0014,910,0.0,37.39,5085.04
DGB,136,0.0014,1399,0.0001,24.32,3307.52
ASAP,133,0.0013,25776,0.001,1.29,171.57
BTW,131,0.0013,28319,0.0011,1.16,151.95999999999998
ZEC,131,0.0013,1093,0.0,29.98,3927.38
ACH,129,0.0013,2396,0.0001,13.47,1737.63
NEVER,128,0.0013,35813,0.0014,0.89,113.92
GNT,128,0.0013,1084,0.0,29.54,3781.12
ELIX,127,0.0013,269,0.0,118.1,14998.699999999999
OP',127,0.0013,37595,0.0015,0.85,107.95
BITCO,125,0.0013,2234,0.0001,14.0,1750.0
HAT,125,0.0013,1389,0.0001,22.51,2813.75
ERC-,125,0.0013,902,0.0,34.67,4333.75
IMHO,124,0.0012,16182,0.0006,1.92,238.07999999999998
GUI,124,0.0012,8508,0.0003,3.65,452.59999999999997
FCT,124,0.0012,501,0.0,61.92,7678.08
URL,123,0.0012,29599,0.0012,1.04,127.92
XSPEC,122,0.0012,246,0.0,124.06,15135.32
LSK,121,0.0012,560,0.0,54.05,6540.0499999999993
CRED,121,0.0012,510,0.0,59.35,7181.35
CNBC,120,0.0012,2722,0.0001,11.03,1323.6
FOR,119,0.0012,64702,0.0026,0.46,54.74
GVT,118,0.0012,420,0.0,70.28,8293.04
WAVES,118,0.0012,495,0.0,59.63,7036.34
ONE,117,0.0012,45882,0.0018,0.64,74.88
EMC,117,0.0012,1627,0.0001,17.99,2104.83
ARE,116,0.0012,58288,0.0023,0.5,58.0
SEPA,115,0.0012,2559,0.0001,11.24,1292.6000000000001
TLDR,115,0.0012,20509,0.0008,1.4,161.0
HAVE,115,0.0012,45470,0.0018,0.63,72.45
ETF,115,0.0012,9341,0.0004,3.08,354.2
SONM,114,0.0011,664,0.0,42.95,4896.3
XEM,113,0.0011,787,0.0,35.92,4058.96
PBL,113,0.0011,292,0.0,96.81,10939.53
KCS,112,0.0011,601,0.0,46.62,5221.44
LISK,109,0.0011,693,0.0,39.35,4289.1500000000005
DCR,106,0.0011,802,0.0,33.06,3504.36
VISA,104,0.001,2262,0.0001,11.5,1196.0
ING,101,0.001,1294,0.0001,19.53,1972.5300000000002
CPA,101,0.001,5412,0.0002,4.67,471.67
ODN,100,0.001,281,0.0,89.02,8902.0
WHAT,100,0.001,47113,0.0019,0.53,53.0
KMD,99,0.001,499,0.0,49.63,4913.37
MCO,99,0.001,1032,0.0,24.0,2376.0
AMD,99,0.001,37545,0.0015,0.66,65.34
LMAO,98,0.001,23425,0.0009,1.05,102.9
ZRX,98,0.001,894,0.0,27.42,2687.1600000000003
RDN,98,0.001,979,0.0,25.04,2453.92
VDU,97,0.001,142,0.0,170.88,16575.36
PM',96,0.001,30673,0.0012,0.78,74.88
MORE,96,0.001,39455,0.0016,0.61,58.56
GET,95,0.001,36758,0.0015,0.65,61.75
LRC,95,0.001,462,0.0,51.44,4886.8
COIN,95,0.001,981,0.0,24.23,2301.85
MANA,94,0.0009,1046,0.0,22.48,2113.12
AOL,93,0.0009,3645,0.0001,6.38,593.34
WAY,92,0.0009,26072,0.001,0.88,80.96
AFAIK,92,0.0009,15397,0.0006,1.49,137.08
IRA,92,0.0009,18246,0.0007,1.26,115.92
JUST,91,0.0009,49920,0.002,0.46,41.86
SBI,91,0.0009,1040,0.0,21.89,1991.99
AWS,91,0.0009,5809,0.0002,3.92,356.71999999999997
VERGE,91,0.0009,527,0.0,43.2,3931.2000000000003
CRYPT,91,0.0009,791,0.0,28.78,2618.98
GDP,90,0.0009,20829,0.0008,1.08,97.2
SUMO,89,0.0009,375,0.0,59.37,5283.9299999999994
RDD,89,0.0009,1228,0.0,18.13,1613.57
NEO',89,0.0009,345,0.0,64.53,5743.17
CBOE,88,0.0009,2183,0.0001,10.08,887.04
BIG,87,0.0009,15765,0.0006,1.38,120.05999999999999
IGNIS,87,0.0009,1244,0.0,17.5,1522.5
GMN,87,0.0009,1092,0.0,19.93,1733.91
REALL,87,0.0009,40700,0.0016,0.53,46.11
SIA,86,0.0009,885,0.0,24.31,2090.66
FDIC,85,0.0009,1773,0.0001,11.99,1019.15
IPO,85,0.0009,1894,0.0001,11.23,954.55000000000007
TBH,85,0.0009,20394,0.0008,1.04,88.4
IOU,84,0.0008,1847,0.0001,11.38,955.92000000000007
SDK,84,0.0008,2533,0.0001,8.3,697.2
IIRC,84,0.0008,45586,0.0018,0.46,38.64
ITC,83,0.0008,770,0.0,26.97,2238.5099999999998
PLEAS,82,0.0008,76882,0.0031,0.27,22.14
VRC,82,0.0008,1420,0.0001,14.45,1184.8999999999999
ETH',82,0.0008,595,0.0,34.48,2827.3599999999997
EST,81,0.0008,18487,0.0007,1.1,89.100000000000009
CND,81,0.0008,605,0.0,33.49,2712.69
AION,80,0.0008,465,0.0,43.04,3443.2
FUCKI,80,0.0008,59898,0.0024,0.33,26.400000000000002
HOLD,80,0.0008,3427,0.0001,5.84,467.2
ALWAY,80,0.0008,21339,0.0009,0.94,75.199999999999989
BURST,79,0.0008,628,0.0,31.47,2486.13
ARDR,79,0.0008,735,0.0,26.89,2124.31
PHR,79,0.0008,231,0.0,85.55,6758.45
FCC,79,0.0008,83288,0.0033,0.24,18.96
DLT,78,0.0008,514,0.0,37.96,2960.88
RSA,78,0.0008,1146,0.0,17.03,1328.3400000000001
BRD,77,0.0008,1427,0.0001,13.5,1039.5
PAY,77,0.0008,4693,0.0002,4.1,315.7
XRB',75,0.0008,182,0.0,103.09,7731.75
XTRAB,74,0.0007,132,0.0,140.24,10377.76
DNS,73,0.0007,10350,0.0004,1.76,128.48
ZCL,73,0.0007,463,0.0,39.44,2879.12
LMC,73,0.0007,376,0.0,48.57,3545.61
FOMO',72,0.0007,301,0.0,59.84,4308.4800000000005
MAKE,72,0.0007,39209,0.0016,0.46,33.120000000000005
NEXT,72,0.0007,26317,0.0011,0.68,48.96
YES,72,0.0007,46522,0.0019,0.39,28.080000000000002
AML,72,0.0007,1143,0.0,15.76,1134.72
REAL,71,0.0007,18915,0.0008,0.94,66.74
DNV,71,0.0007,184,0.0,96.53,6853.63
CAN,70,0.0007,32679,0.0013,0.54,37.800000000000004
WITH,70,0.0007,37133,0.0015,0.47,32.9
MUCH,69,0.0007,22826,0.0009,0.76,52.44
IDK,69,0.0007,16127,0.0006,1.07,73.83
DNM,68,0.0007,1999,0.0001,8.51,578.68
NYC,68,0.0007,41904,0.0017,0.41,27.88
WHY,68,0.0007,32279,0.0013,0.53,36.04
AMB,68,0.0007,309,0.0,55.05,3743.3999999999996
LUX,68,0.0007,393,0.0,43.28,2943.04
DPOS,68,0.0007,313,0.0,54.35,3695.8
UCL,67,0.0007,3136,0.0001,5.34,357.78
NOTHI,66,0.0007,14453,0.0006,1.14,75.24
TIL,66,0.0007,49027,0.002,0.34,22.44
IOS,65,0.0007,5207,0.0002,3.12,202.8
CVC,65,0.0007,588,0.0,27.65,1797.25
FIFO,64,0.0006,1137,0.0,14.08,901.12
KRW,64,0.0006,575,0.0,27.84,1781.76
FBI,64,0.0006,65284,0.0026,0.25,16.0
RPX,63,0.0006,711,0.0,22.17,1396.71
BBC,63,0.0006,17426,0.0007,0.9,56.7
NXS,63,0.0006,242,0.0,65.12,4102.56
KIN,63,0.0006,837,0.0,18.83,1186.29
AEON,62,0.0006,623,0.0,24.9,1543.8
DON'T,62,0.0006,23292,0.0009,0.67,41.54
MONEY,62,0.0006,6569,0.0003,2.36,146.32
XFUEL,61,0.0006,135,0.0,113.03,6894.83
SNOV,61,0.0006,103,0.0,148.15,9037.15
COLX,61,0.0006,221,0.0,69.05,4212.05
NEED,60,0.0006,23466,0.0009,0.64,38.4
THEY,60,0.0006,26526,0.0011,0.57,34.199999999999996
STILL,59,0.0006,20332,0.0008,0.73,43.07
PART,58,0.0006,5412,0.0002,2.68,155.44
XRP',58,0.0006,432,0.0,33.59,1948.2200000000003
WOW,58,0.0006,15470,0.0006,0.94,54.519999999999996
SHIT,58,0.0006,27971,0.0011,0.52,30.16
KNOW,57,0.0006,21147,0.0008,0.67,38.190000000000005
RIGHT,57,0.0006,19479,0.0008,0.73,41.61
RAI,57,0.0006,892,0.0,15.99,911.43000000000006
MVP,57,0.0006,40293,0.0016,0.35,19.95
BFT,55,0.0006,458,0.0,30.04,1652.2
SCAM,55,0.0006,1533,0.0001,8.98,493.90000000000003
EXACT,55,0.0006,15016,0.0006,0.92,50.6
ZERO,55,0.0006,10893,0.0004,1.26,69.3
OWN,54,0.0005,5655,0.0002,2.39,129.06
SMS,54,0.0005,15035,0.0006,0.9,48.6
ACES,53,0.0005,369,0.0,35.93,1904.29
THOR,53,0.0005,490,0.0,27.06,1434.1799999999998
BMW,53,0.0005,13990,0.0006,0.95,50.349999999999994
PRO,52,0.0005,4721,0.0002,2.76,143.51999999999998
DCA,52,0.0005,1485,0.0001,8.76,455.52
NDA,52,0.0005,4640,0.0002,2.8,145.6
----,51,0.0005,51006,0.002,0.25,12.75
RSI,51,0.0005,2603,0.0001,4.9,249.9
VRM,51,0.0005,1976,0.0001,6.46,329.46
ETHL,51,0.0005,272,0.0,46.9,2391.9
USE,51,0.0005,9323,0.0004,1.37,69.87
TIME,51,0.0005,23458,0.0009,0.54,27.540000000000003
SHA,51,0.0005,1419,0.0001,8.99,458.49
CEX,51,0.0005,1340,0.0001,9.52,485.52
VOTE,50,0.0005,21217,0.0009,0.59,29.5
DDOS,50,0.0005,1853,0.0001,6.75,337.5
BLOCK,50,0.0005,2446,0.0001,5.11,255.50000000000003
HTML,50,0.0005,7634,0.0003,1.64,82.0
XMY,50,0.0005,216,0.0,57.91,2895.5
BILLI,49,0.0005,2181,0.0001,5.62,275.38
PST,49,0.0005,10565,0.0004,1.16,56.839999999999996
UFR,49,0.0005,117,0.0,104.77,5133.73
ZEN,49,0.0005,667,0.0,18.38,900.62
HAHAH,49,0.0005,31160,0.0013,0.39,19.11
AKA,49,0.0005,12624,0.0005,0.97,47.53
ICN,49,0.0005,810,0.0,15.13,741.37
EVER,49,0.0005,18913,0.0008,0.65,31.85
VHS,48,0.0005,6518,0.0003,1.84,88.320000000000007
PSA,48,0.0005,13017,0.0005,0.92,44.160000000000004
SHOUL,47,0.0005,14116,0.0006,0.83,39.01
ACTUA,47,0.0005,11780,0.0005,1.0,47.0
RIPPL,47,0.0005,366,0.0,32.12,1509.6399999999999
GTX,47,0.0005,32051,0.0013,0.37,17.39
-ICO,47,0.0005,252,0.0,46.66,2193.02
MARKE,47,0.0005,1359,0.0001,8.65,406.55
SMART,47,0.0005,2566,0.0001,4.58,215.26
IT'S,46,0.0005,17810,0.0007,0.65,29.900000000000002
BEFOR,46,0.0005,46573,0.0019,0.25,11.5
ABC,46,0.0005,14714,0.0006,0.78,35.88
CURRE,46,0.0005,2196,0.0001,5.24,241.04000000000002
LMFAO,46,0.0005,6718,0.0003,1.71,78.66
FWIW,46,0.0005,11772,0.0005,0.98,45.08
BOSCH,46,0.0005,163,0.0,70.6,3247.6
ALTS,45,0.0005,200,0.0,56.29,2533.05
ITS,45,0.0005,43530,0.0017,0.26,11.700000000000001
DURIN,45,0.0005,16438,0.0007,0.68,30.6
MACD,45,0.0005,374,0.0,30.1,1354.5
OUT,45,0.0005,26770,0.0011,0.42,18.9
LONG,45,0.0005,8070,0.0003,1.39,62.55
GTFO,45,0.0005,7250,0.0003,1.55,69.75
FAR,45,0.0005,9138,0.0004,1.23,55.35
BLX,45,0.0005,344,0.0,32.72,1472.3999999999999
NLC,45,0.0005,408,0.0,27.59,1241.55
MANY,45,0.0005,9489,0.0004,1.19,53.55
INFOR,44,0.0004,16651,0.0007,0.66,29.040000000000003
XZC,44,0.0004,164,0.0,67.12,2953.28
THEN,44,0.0004,18188,0.0007,0.61,26.84
AGAIN,44,0.0004,15960,0.0006,0.69,30.36
VIBE,44,0.0004,117,0.0,94.08,4139.5199999999995
MTL,44,0.0004,2420,0.0001,4.55,200.2
SAT,44,0.0004,9356,0.0004,1.18,51.919999999999995
ELECT,44,0.0004,16813,0.0007,0.65,28.6
MASSI,43,0.0004,4336,0.0002,2.48,106.64
THANK,43,0.0004,20691,0.0008,0.52,22.36
HOW,43,0.0004,23276,0.0009,0.46,19.78
MONER,43,0.0004,162,0.0,66.4,2855.2000000000003
HVN,42,0.0004,139,0.0,75.59,3174.78
BCN,42,0.0004,1335,0.0001,7.87,330.54
SAP,42,0.0004,1193,0.0,8.81,370.02000000000004
STOP,42,0.0004,16653,0.0007,0.63,26.46
SLR,42,0.0004,6505,0.0003,1.62,68.04
WAS,42,0.0004,34530,0.0014,0.3,12.6
TON,42,0.0004,6317,0.0003,1.66,69.72
CFB,42,0.0004,9066,0.0004,1.16,48.72
-US,42,0.0004,10937,0.0004,0.96,40.32
IOTAS,41,0.0004,219,0.0,46.83,1920.03
GUTS,41,0.0004,404,0.0,25.39,1040.99
IRL,41,0.0004,26058,0.001,0.39,15.99
NASDA,41,0.0004,874,0.0,11.74,481.34000000000003
BTS,41,0.0004,10989,0.0004,0.93,38.13
MUST,41,0.0004,16749,0.0007,0.61,25.009999999999998
STORJ,41,0.0004,289,0.0,35.49,1455.0900000000001
FTFY,41,0.0004,27175,0.0011,0.38,15.58
NEW,41,0.0004,15218,0.0006,0.67,27.470000000000002
BTC-,41,0.0004,574,0.0,17.87,732.67000000000007
JINN,40,0.0004,159,0.0,62.93,2517.2
NEX,40,0.0004,956,0.0,10.47,418.8
ANYTH,40,0.0004,11521,0.0005,0.87,34.8
NULS,40,0.0004,79,0.0,126.66,5066.4
GOOD,40,0.0004,23079,0.0009,0.43,17.2
LTC',40,0.0004,383,0.0,26.13,1045.2
BCASH,40,0.0004,948,0.0,10.56,422.40000000000003
DID,40,0.0004,24521,0.001,0.41,16.4
ETP,40,0.0004,583,0.0,17.16,686.4
REP,40,0.0004,5861,0.0002,1.71,68.4
SHILL,40,0.0004,814,0.0,12.29,491.59999999999997
OTHER,39,0.0004,12494,0.0005,0.78,30.42
BAD,39,0.0004,11417,0.0005,0.85,33.15
ELF,39,0.0004,1393,0.0001,7.0,273.0
SOME,39,0.0004,12729,0.0005,0.77,30.03
QUOIN,39,0.0004,151,0.0,64.61,2519.79
NEON,39,0.0004,569,0.0,17.15,668.84999999999991
XYZ,39,0.0004,4829,0.0002,2.02,78.78
HODLI,39,0.0004,658,0.0,14.83,578.37
DONT,39,0.0004,12452,0.0005,0.78,30.42
SHIFT,38,0.0004,899,0.0,10.57,401.66
HODL',38,0.0004,415,0.0,22.91,870.58
SKY,38,0.0004,1488,0.0001,6.39,242.82
FROM,38,0.0004,18001,0.0007,0.53,20.14
GMT,38,0.0004,8989,0.0004,1.06,40.28
COULD,38,0.0004,10305,0.0004,0.92,34.96
HAS,37,0.0004,16897,0.0007,0.55,20.35
PFR,37,0.0004,287,0.0,32.25,1193.25
CTO,37,0.0004,1577,0.0001,5.87,217.19
SPORK,37,0.0004,86,0.0,107.63,3982.31
NSA,37,0.0004,9127,0.0004,1.01,37.37
INVES,37,0.0004,1431,0.0001,6.47,239.39
LAMBO,37,0.0004,315,0.0,29.38,1087.06
XBR,37,0.0004,187,0.0,49.5,1831.5
OTC,37,0.0004,3719,0.0001,2.49,92.13000000000001
BCH',37,0.0004,679,0.0,13.63,504.31
SHA-,37,0.0004,665,0.0,13.92,515.04
HERE,36,0.0004,32920,0.0013,0.27,9.72
FML,36,0.0004,3799,0.0002,2.37,85.320000000000007
REEEE,36,0.0004,20375,0.0008,0.44,15.84
ITT,36,0.0004,12285,0.0005,0.73,26.28
NYSE,36,0.0004,702,0.0,12.83,461.88
BITTR,36,0.0004,216,0.0,41.69,1500.84
EVEN,36,0.0004,12010,0.0005,0.75,27.0
DAA,36,0.0004,1309,0.0001,6.88,247.68
ECDSA,36,0.0004,295,0.0,30.53,1099.08
JPM,36,0.0004,796,0.0,11.31,407.16
SQL,36,0.0004,8096,0.0003,1.11,39.96
EVM,35,0.0004,1778,0.0001,4.92,172.2
BLUE,35,0.0004,2580,0.0001,3.39,118.65
FREE,35,0.0004,12664,0.0005,0.69,24.15
COINS,35,0.0004,534,0.0,16.4,574.0
THINK,35,0.0004,20005,0.0008,0.44,15.4
EEA,35,0.0004,1638,0.0001,5.35,187.25
TOP,35,0.0004,7762,0.0003,1.13,39.55
-IOTA,35,0.0004,177,0.0,49.47,1731.45
KNC,34,0.0003,297,0.0,28.64,973.76
THERE,34,0.0003,16727,0.0007,0.51,17.34
GREAT,34,0.0003,13130,0.0005,0.65,22.1
THEIR,34,0.0003,9922,0.0004,0.86,29.24
GOD,34,0.0003,26186,0.0011,0.32,10.88
LLC,34,0.0003,5950,0.0002,1.43,48.62
OKE,33,0.0003,253,0.0,32.63,1076.7900000000002
CFD,33,0.0003,720,0.0,11.47,378.51000000000005
HARD,33,0.0003,8128,0.0003,1.02,33.660000000000004
FFS,33,0.0003,10271,0.0004,0.8,26.400000000000002
STATI,33,0.0003,963,0.0,8.57,282.81
FTW,33,0.0003,6971,0.0003,1.18,38.94
WANT,33,0.0003,20590,0.0008,0.4,13.200000000000001
RLC,33,0.0003,5333,0.0002,1.55,51.15
POT,33,0.0003,1141,0.0,7.24,238.92000000000002
DOES,33,0.0003,14455,0.0006,0.57,18.81
ISIS,33,0.0003,30674,0.0012,0.27,8.91
PEOPL,33,0.0003,13785,0.0006,0.6,19.8
ASIC-,33,0.0003,187,0.0,44.15,1456.95
BECAU,33,0.0003,13768,0.0006,0.6,19.8
MCN,33,0.0003,234,0.0,35.28,1164.24
SNT,32,0.0003,152,0.0,52.67,1685.44
YEARS,32,0.0003,8553,0.0003,0.94,30.08
AMAA,32,0.0003,1060,0.0,7.55,241.6
LOVE,32,0.0003,37917,0.0015,0.21,6.72
UTK,32,0.0003,260,0.0,30.79,985.28
TOO,32,0.0003,15200,0.0006,0.53,16.96
BLT,31,0.0003,933,0.0,8.31,257.61
BTCM,31,0.0003,330,0.0,23.5,728.5
WHO,31,0.0003,16745,0.0007,0.46,14.26
BEST,31,0.0003,14693,0.0006,0.53,16.43
MOST,31,0.0003,7933,0.0003,0.98,30.38
REQ',31,0.0003,121,0.0,64.09,1986.7900000000002
AFTER,31,0.0003,14178,0.0006,0.55,17.05
ANS,31,0.0003,368,0.0,21.07,653.17
HODLE,31,0.0003,422,0.0,18.38,569.78
LBRY,31,0.0003,324,0.0,23.93,741.83
TWO,31,0.0003,11553,0.0005,0.67,20.77
ABOUT,30,0.0003,28854,0.0012,0.26,7.8000000000000007
NEBL,30,0.0003,125,0.0,60.04,1801.2
STEEM,30,0.0003,238,0.0,31.53,945.90000000000009
FUD',30,0.0003,130,0.0,57.73,1731.8999999999999
DATA,30,0.0003,1956,0.0001,3.84,115.19999999999999
THC,30,0.0003,10006,0.0004,0.75,22.5
WAN,30,0.0003,2011,0.0001,3.73,111.9
FTC,30,0.0003,10135,0.0004,0.74,22.2
GIFV,30,0.0003,11508,0.0005,0.65,19.5
FBAR,30,0.0003,172,0.0,43.63,1308.9
GDAX',30,0.0003,274,0.0,27.39,821.7
