word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
BTC,68,0.1306,13678,6.0E-4,201.49,13701.32
DASH,63,0.121,841,0.0,3036.03,191269.89
ETH,44,0.0845,5114,2.0E-4,348.7,15342.8
XMR,38,0.073,1032,0.0,1492.33,56708.53999999999
ICO,19,0.0365,979,0.0,786.56,14944.64
USD,17,0.0326,32628,0.0015,21.12,359.04
ETF,16,0.0307,10820,5.0E-4,59.93,958.88
MAID,16,0.0307,119,0.0,5449.22,87187.52
GPU,12,0.023,58468,0.0028,8.32,99.84
