word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
WTF,60,0.0021,51107,0.0021,1.01,60.6
PBC,59,0.0021,421,0.0,120.58,7114.22
EUR,58,0.002,4194,0.0002,11.9,690.2
FTC,58,0.002,2891,0.0001,17.26,1001.08
BUY,57,0.002,6739,0.0003,7.28,414.96000000000004
HUGE,57,0.002,19370,0.0008,2.53,144.20999999999998
BTW,57,0.002,29368,0.0012,1.67,95.19
RISE,57,0.002,1373,0.0001,35.72,2036.04
BUT,56,0.002,55771,0.0023,0.86,48.16
IOT,56,0.002,772,0.0,62.41,3494.96
ACES,54,0.0019,590,0.0,78.75,4252.5
SIA,54,0.0019,733,0.0,63.39,3423.06
ANS,54,0.0019,367,0.0,126.6,6836.4
EVERY,54,0.0019,57048,0.0023,0.81,43.74
PAY,54,0.0019,3623,0.0001,12.82,692.28
XBY,53,0.0018,112,0.0,407.17,21580.010000000002
PM',52,0.0018,31026,0.0013,1.44,74.88
XRB,52,0.0018,104,0.0,430.22,22371.440000000002
LRC,51,0.0018,650,0.0,67.51,3443.01
ALT,51,0.0018,2504,0.0001,17.52,893.52
XEM,49,0.0017,268,0.0,157.32,7708.6799999999994
GNT,49,0.0017,514,0.0,82.03,4019.4700000000003
ETC,49,0.0017,3236,0.0001,13.03,638.46999999999991
IMHO,49,0.0017,16149,0.0007,2.61,127.89
OTHER,48,0.0017,13728,0.0006,3.01,144.48
SMART,48,0.0017,2518,0.0001,16.4,787.19999999999993
ZEN,48,0.0017,608,0.0,67.93,3260.6400000000003
DOGE,48,0.0017,611,0.0,67.6,3244.7999999999997
WILL,48,0.0017,37167,0.0015,1.11,53.28
KMD,48,0.0017,201,0.0,205.48,9863.0399999999991
VISA,48,0.0017,1642,0.0001,25.15,1207.1999999999998
ZRX,47,0.0016,813,0.0,49.74,2337.78
NXT,47,0.0016,9627,0.0004,4.2,197.4
STRAT,47,0.0016,697,0.0,58.02,2726.94
DGB,46,0.0016,550,0.0,71.96,3310.16
ASAP,46,0.0016,24649,0.001,1.61,74.06
FYI,46,0.0016,31417,0.0013,1.26,57.96
DEX,45,0.0016,3353,0.0001,11.55,519.75
MIT,45,0.0016,4790,0.0002,8.08,363.6
SELL,45,0.0016,2463,0.0001,15.72,707.4
REQ,45,0.0016,2361,0.0001,16.4,737.99999999999989
MCO,44,0.0015,989,0.0,38.28,1684.3200000000002
LOT,43,0.0015,40335,0.0016,0.92,39.56
BTCGP,43,0.0015,191,0.0,193.71,8329.53
EVX,42,0.0015,208,0.0,173.74,7297.08
DCR,41,0.0014,370,0.0,95.35,3909.35
GUI,41,0.0014,7226,0.0003,4.88,200.07999999999998
NOW,41,0.0014,36870,0.0015,0.96,39.36
CVC,41,0.0014,593,0.0,59.49,2439.09
-IOTA,41,0.0014,74,0.0,476.73,19545.93
ANY,41,0.0014,29903,0.0012,1.18,48.379999999999995
VTC',40,0.0014,90,0.0,382.41,15296.400000000001
ONLY,40,0.0014,35817,0.0015,0.96,38.4
SONM,39,0.0014,207,0.0,162.11,6322.2900000000009
THAT,39,0.0014,99277,0.004,0.34,13.260000000000002
ELIX,39,0.0014,156,0.0,215.11,8389.29
NEO',39,0.0014,228,0.0,147.18,5740.02
ICON,38,0.0013,727,0.0,44.97,1708.86
REAL,38,0.0013,17587,0.0007,1.86,70.68
ARE,38,0.0013,67542,0.0027,0.48,18.24
KNC,38,0.0013,450,0.0,72.66,2761.08
ONE,37,0.0013,47335,0.0019,0.67,24.790000000000003
WAVES,37,0.0013,282,0.0,112.89,4176.93
SAFEX,36,0.0013,64,0.0,483.99,17423.64
NEVER,36,0.0013,35351,0.0014,0.88,31.68
ENJ,36,0.0013,332,0.0,93.3,3358.7999999999997
ZEC,36,0.0013,425,0.0,72.88,2623.68
BTCG,35,0.0012,209,0.0,144.09,5043.1500000000005
USB,35,0.0012,60882,0.0025,0.49,17.15
TLDR,34,0.0012,19697,0.0008,1.49,50.66
BCG,34,0.0012,1446,0.0001,20.23,687.82
WHY,33,0.0011,32377,0.0013,0.88,29.04
ETN,32,0.0011,716,0.0,38.46,1230.72
EVM,32,0.0011,408,0.0,67.48,2159.36
OP',32,0.0011,40785,0.0017,0.68,21.76
MLM,32,0.0011,5615,0.0002,4.9,156.8
GBP,32,0.0011,2817,0.0001,9.77,312.64
BAY,32,0.0011,813,0.0,33.87,1083.84
ICN,32,0.0011,1235,0.0001,22.29,713.28
LMAO,31,0.0011,23178,0.0009,1.15,35.65
SSL,31,0.0011,3090,0.0001,8.63,267.53000000000003
KORE,31,0.0011,99,0.0,269.43,8352.33
ERC-,31,0.0011,344,0.0,77.54,2403.7400000000002
VERGE,31,0.0011,98,0.0,272.18,8437.58
VIA,30,0.001,649,0.0,39.77,1193.1000000000001
SNM,30,0.001,297,0.0,86.91,2607.2999999999997
SCAM,30,0.001,1132,0.0,22.8,684.0
SHA,30,0.001,1462,0.0001,17.66,529.8
FUN,30,0.001,6475,0.0003,3.99,119.7
CNBC,29,0.001,1105,0.0,22.58,654.81999999999994
VERY,29,0.001,35111,0.0014,0.71,20.59
FOR,29,0.001,69198,0.0028,0.36,10.44
THD,29,0.001,244,0.0,102.26,2965.54
IPO,28,0.001,1871,0.0001,12.88,360.64000000000004
BITCO,28,0.001,1006,0.0,23.95,670.6
MOON,28,0.001,1335,0.0001,18.05,505.40000000000003
NFC,27,0.0009,9872,0.0004,2.35,63.45
ASICS,27,0.0009,252,0.0,92.19,2489.13
GDP,27,0.0009,17229,0.0007,1.35,36.45
ACH,27,0.0009,1282,0.0001,18.12,489.24
MORE,27,0.0009,27740,0.0011,0.84,22.68
FST,26,0.0009,236,0.0,94.79,2464.54
BTS,26,0.0009,6566,0.0003,3.41,88.66
RIP,26,0.0009,51738,0.0021,0.43,11.18
CFB,26,0.0009,8102,0.0003,2.76,71.759999999999991
DLT,26,0.0009,387,0.0,57.81,1503.06
QRL,26,0.0009,128,0.0,174.78,4544.28
ADX,26,0.0009,233,0.0,96.01,2496.26
SQL,25,0.0009,8916,0.0004,2.41,60.25
FBI,25,0.0009,58134,0.0024,0.37,9.25
LMC,25,0.0009,325,0.0,66.19,1654.75
COIN,25,0.0009,604,0.0,35.61,890.25
IOC,25,0.0009,777,0.0,27.68,692.0
DNM,25,0.0009,2378,0.0001,9.05,226.25000000000003
YOUR,25,0.0009,57008,0.0023,0.38,9.5
AFAIK,25,0.0009,15474,0.0006,1.39,34.75
JUST,25,0.0009,42626,0.0017,0.5,12.5
EEA,25,0.0009,1709,0.0001,12.59,314.75
SYS,25,0.0009,270,0.0,79.67,1991.75
XBT,25,0.0009,307,0.0,70.07,1751.7499999999998
AUD,24,0.0008,3200,0.0001,6.45,154.8
SUB,24,0.0008,2579,0.0001,8.01,192.24
SMS,24,0.0008,11061,0.0004,1.87,44.88
FUCKI,24,0.0008,69812,0.0028,0.3,7.1999999999999993
WAX,24,0.0008,367,0.0,56.27,1350.48
ANN,24,0.0008,432,0.0,47.8,1147.1999999999998
MVP,24,0.0008,35959,0.0015,0.57,13.68
BIG,24,0.0008,15812,0.0006,1.31,31.44
SWELL,24,0.0008,469,0.0,44.03,1056.72
BFT,24,0.0008,434,0.0,47.58,1141.92
STILL,24,0.0008,20929,0.0008,0.99,23.759999999999998
FUEL,24,0.0008,506,0.0,40.81,979.44
HAVE,24,0.0008,48590,0.002,0.42,10.08
CTO,24,0.0008,1280,0.0001,16.13,387.12
GET,23,0.0008,43588,0.0018,0.45,10.35
NSA,23,0.0008,9418,0.0004,2.1,48.300000000000004
MMM,23,0.0008,1307,0.0001,15.14,348.22
IIRC,23,0.0008,45820,0.0019,0.43,9.89
PTOY,23,0.0008,65,0.0,304.46,7002.58
REALL,23,0.0008,41365,0.0017,0.48,11.04
TBH,23,0.0008,22118,0.0009,0.89,20.47
FTFY,23,0.0008,28500,0.0012,0.69,15.87
CAD,23,0.0008,11052,0.0004,1.79,41.17
HIVE,23,0.0008,533,0.0,37.13,853.99
ZERO,22,0.0008,9251,0.0004,2.05,45.099999999999994
MODUM,22,0.0008,46,0.0,411.51,9053.22
PIV,22,0.0008,2624,0.0001,7.21,158.62
ALW,22,0.0008,62,0.0,305.31,6716.82
EDA,22,0.0008,4145,0.0002,4.57,100.54
NYA,22,0.0008,2976,0.0001,6.36,139.92000000000002
-ICO,22,0.0008,226,0.0,83.76,1842.72
GPU',22,0.0008,1643,0.0001,11.52,253.44
SPV,21,0.0007,1410,0.0001,12.81,269.01
BTCN,21,0.0007,113,0.0,159.9,3357.9
IOU,21,0.0007,805,0.0,22.45,471.45
YES,21,0.0007,44822,0.0018,0.4,8.4
WOW,21,0.0007,15313,0.0006,1.18,24.779999999999998
BIP,21,0.0007,1916,0.0001,9.43,198.03
JINN,21,0.0007,64,0.0,282.33,5928.9299999999994
ETF,21,0.0007,7593,0.0003,2.38,49.98
SHA-,21,0.0007,483,0.0,37.41,785.6099999999999
OTC,21,0.0007,3155,0.0001,5.73,120.33000000000001
AML,20,0.0007,612,0.0,28.12,562.4
JPM,20,0.0007,780,0.0,22.06,441.2
SNT,20,0.0007,139,0.0,123.8,2476.0
TRIG,20,0.0007,40,0.0,430.22,8604.4000000000015
NET,20,0.0007,10829,0.0004,1.59,31.8
XYZ,20,0.0007,4859,0.0002,3.54,70.8
FCC,20,0.0007,9272,0.0004,1.86,37.2
UCL,20,0.0007,2429,0.0001,7.08,141.6
WHAT,20,0.0007,51853,0.0021,0.33,6.6000000000000005
CRYPT,20,0.0007,296,0.0,58.14,1162.8
TIL,19,0.0007,51086,0.0021,0.32,6.08
ALTS,19,0.0007,223,0.0,73.31,1392.89
BTC-,19,0.0007,279,0.0,58.6,1113.4
UBI,19,0.0007,7506,0.0003,2.18,41.42
FREE,19,0.0007,18110,0.0007,0.9,17.1
RLC,19,0.0007,1722,0.0001,9.49,180.31
WAY,19,0.0007,26850,0.0011,0.61,11.59
ETH',19,0.0007,230,0.0,71.08,1350.52
CEX,18,0.0006,368,0.0,42.09,757.62000000000012
DPOS,18,0.0006,119,0.0,130.15,2342.7000000000003
BEFOR,18,0.0006,47334,0.0019,0.33,5.94
BOSCH,18,0.0006,66,0.0,234.66,4223.88
MUCH,18,0.0006,23139,0.0009,0.67,12.06
PDF,18,0.0006,14057,0.0006,1.1,19.8
OKC,18,0.0006,11503,0.0005,1.35,24.3
DARAF,18,0.0006,18,0.0,860.43,15487.74
DOVU,18,0.0006,23,0.0,673.38,12120.84
BQX,18,0.0006,212,0.0,73.06,1315.08
SEPA,18,0.0006,532,0.0,29.11,523.98
NYC,17,0.0006,41570,0.0017,0.35,5.9499999999999993
RAM,17,0.0006,46125,0.0019,0.32,5.44
SHIT,17,0.0006,33188,0.0013,0.44,7.48
STOX,17,0.0006,32,0.0,457.1,7770.7000000000007
DONT,17,0.0006,13518,0.0005,1.08,18.36
RSA,17,0.0006,1306,0.0001,11.2,190.39999999999998
CNY,17,0.0006,597,0.0,24.5,416.5
ITT,17,0.0006,13662,0.0006,1.07,18.19
BBC,16,0.0006,18103,0.0007,0.76,12.16
THEY,16,0.0006,28937,0.0012,0.48,7.68
ARK',16,0.0006,77,0.0,178.79,2860.64
IRL,16,0.0006,27464,0.0011,0.5,8.0
ETHER,16,0.0006,172,0.0,80.04,1280.64
GTX,16,0.0006,31077,0.0013,0.44,7.04
ICX,16,0.0006,185,0.0,74.42,1190.72
HOW,16,0.0006,24675,0.001,0.56,8.96
CFB',16,0.0006,320,0.0,43.02,688.32
SBI,16,0.0006,659,0.0,20.89,334.24
NASDA,16,0.0006,537,0.0,25.64,410.24
IPFS,16,0.0006,486,0.0,28.33,453.28
WARNI,15,0.0005,2984,0.0001,4.33,64.95
BMC,15,0.0005,692,0.0,18.65,279.75
ITS,15,0.0005,45586,0.0018,0.28,4.2
DCA,15,0.0005,1261,0.0001,10.24,153.6
DON'T,15,0.0005,26394,0.0011,0.49,7.35
NEBL,15,0.0005,97,0.0,133.06,1995.9
WITH,15,0.0005,39889,0.0016,0.32,4.8
ICONO,15,0.0005,297,0.0,43.46,651.9
EMP,15,0.0005,5259,0.0002,2.45,36.75
DIONS,15,0.0005,30,0.0,430.22,6453.3
EXACT,15,0.0005,14840,0.0006,0.87,13.05
IOHK,15,0.0005,80,0.0,161.33,2419.9500000000003
CAN,15,0.0005,34185,0.0014,0.38,5.7
API',15,0.0005,458,0.0,28.18,422.7
PLZ,15,0.0005,1973,0.0001,6.54,98.1
FDIC,15,0.0005,574,0.0,22.49,337.34999999999997
BBQ,15,0.0005,12745,0.0005,1.01,15.15
RSI,15,0.0005,1923,0.0001,6.71,100.65
EDG,14,0.0005,10092,0.0004,1.19,16.66
DAPP,14,0.0005,90,0.0,133.84,1873.76
INVES,14,0.0005,1170,0.0,10.3,144.20000000000002
XZC,14,0.0005,95,0.0,126.8,1775.2
NOTHI,14,0.0005,14550,0.0006,0.83,11.62
XAS,14,0.0005,98,0.0,122.92,1720.88
DID,14,0.0005,26079,0.0011,0.46,6.44
SHILL,14,0.0005,678,0.0,17.77,248.78
PWC,14,0.0005,288,0.0,41.83,585.62
GOOD,14,0.0005,25899,0.001,0.47,6.58
-US,14,0.0005,10096,0.0004,1.19,16.66
GTFO,14,0.0005,7726,0.0003,1.56,21.84
STEEM,14,0.0005,64,0.0,188.22,2635.08
MAKE,14,0.0005,12298,0.0005,0.98,13.719999999999999
LINKT,14,0.0005,117,0.0,102.96,1441.4399999999998
MONEY,14,0.0005,5662,0.0002,2.13,29.82
RIGHT,13,0.0005,21032,0.0009,0.53,6.8900000000000006
IOP,13,0.0005,368,0.0,30.4,395.2
NEED,13,0.0005,24984,0.001,0.45,5.8500000000000005
AVT,13,0.0005,183,0.0,61.12,794.56
NEW,13,0.0005,15789,0.0006,0.71,9.23
ALWAY,13,0.0005,21106,0.0009,0.53,6.8900000000000006
SYW,13,0.0005,85,0.0,131.6,1710.8
HERE,13,0.0005,37961,0.0015,0.29,3.7699999999999996
CHAIN,13,0.0005,762,0.0,14.68,190.84
EVER,13,0.0005,19470,0.0008,0.57,7.4099999999999993
TEXT,13,0.0005,1270,0.0001,8.81,114.53
AXA,13,0.0005,435,0.0,25.71,334.23
ADVIS,13,0.0005,253,0.0,44.21,574.73
ICOS,13,0.0005,61,0.0,183.37,2383.81
SAT,13,0.0005,8831,0.0004,1.27,16.51
KIN,13,0.0005,715,0.0,15.64,203.32
TIME,12,0.0004,24907,0.001,0.41,4.92
HOLD,12,0.0004,2938,0.0001,3.51,42.12
SHOUL,12,0.0004,14559,0.0006,0.71,8.52
NVIDI,12,0.0004,4448,0.0002,2.32,27.839999999999996
COB,12,0.0004,847,0.0,12.19,146.28
IOS,12,0.0004,4466,0.0002,2.31,27.72
READM,12,0.0004,5330,0.0002,1.94,23.28
OUT,12,0.0004,30748,0.0012,0.34,4.08
ASTRN,12,0.0004,39,0.0,264.75,3177.0
CHINE,12,0.0004,423,0.0,24.41,292.92
SHIFT,12,0.0004,785,0.0,13.15,157.8
BLX,12,0.0004,272,0.0,37.96,455.52
ARDR,12,0.0004,139,0.0,74.28,891.36
SME,12,0.0004,628,0.0,16.44,197.28000000000003
DNA,12,0.0004,31403,0.0013,0.33,3.96
BLOCK,12,0.0004,2495,0.0001,4.14,49.679999999999993
IT'S,12,0.0004,20402,0.0008,0.51,6.12
FFS,12,0.0004,10536,0.0004,0.98,11.76
GOLD,12,0.0004,3442,0.0001,3.0,36.0
XLR,12,0.0004,1199,0.0,8.61,103.32
THEN,12,0.0004,20578,0.0008,0.5,6.0
ILP,12,0.0004,214,0.0,48.25,579.0
MACD,12,0.0004,319,0.0,32.37,388.43999999999994
EXTRE,12,0.0004,4693,0.0002,2.2,26.400000000000002
CASH,12,0.0004,955,0.0,10.81,129.72
RIPPL,12,0.0004,85,0.0,121.47,1457.6399999999999
HAHAH,12,0.0004,17262,0.0007,0.6,7.1999999999999993
FLIK,11,0.0004,20,0.0,473.24,5205.64
ING,11,0.0004,1155,0.0,8.19,90.089999999999989
KRW,11,0.0004,278,0.0,34.05,374.54999999999995
VERT,11,0.0004,72,0.0,131.45,1445.9499999999998
DBIX,11,0.0004,22,0.0,430.22,4732.42
SAME,11,0.0004,9082,0.0004,1.04,11.440000000000001
AOL,11,0.0004,2543,0.0001,3.72,40.92
-BTG-,11,0.0004,33,0.0,286.81,3154.91
STATI,11,0.0004,907,0.0,10.44,114.83999999999999
EMC,11,0.0004,807,0.0,11.73,129.03
ACTUA,11,0.0004,12250,0.0005,0.77,8.47
OCT,11,0.0004,1406,0.0001,6.73,74.03
THANK,11,0.0004,22174,0.0009,0.43,4.7299999999999995
LMFAO,11,0.0004,6547,0.0003,1.45,15.95
MASSI,11,0.0004,4271,0.0002,2.22,24.42
CURRE,11,0.0004,2120,0.0001,4.46,49.06
GRS',11,0.0004,19,0.0,498.14,5479.54
IMF,11,0.0004,1857,0.0001,5.1,56.099999999999994
NYSE,11,0.0004,462,0.0,20.49,225.39
GAME,11,0.0004,22351,0.0009,0.42,4.62
BILLI,11,0.0004,2654,0.0001,3.57,39.269999999999996
